@ HyperIMU - ianovir
@ Date:Fri Jul 24 17:01:26 GMT+08:00 2020, Sampling Rate:100ms

timestamp,LSM6DSM_Gyroscope.x,LSM6DSM_Gyroscope.y,LSM6DSM_Gyroscope.z,Linear_Acceleration.x,Linear_Acceleration.y,Linear_Acceleration.z
1595581286239,0.0,0.0,0.0,0.0,0.0,0.0
1595581286340,-0.572052,-0.037460327,-0.017913818,0.30467284,0.40707016,0.40507174
1595581286440,-1.4382629,-0.09976196,0.07859802,0.05278012,-0.16061687,-0.23084223
1595581286541,-2.0808868,0.970459,-0.20605469,0.46197915,-1.9101067,-1.1529204
1595581286648,-2.0381165,0.21788025,-0.3123474,-1.6609612,-0.4919567,-0.72452617
1595581286746,-2.1639557,0.21176147,-0.17184448,-0.9946057,-1.3397713,-1.399159
1595581286845,-2.2739105,0.44511414,-0.3441162,-1.0174502,-1.7898121,-0.9756894
1595581286948,-1.8695221,0.58439636,-0.3074646,-1.788168,-1.9281301,0.7742677
1595581287047,-1.0631866,0.86906433,-0.052124023,-0.51728153,-0.4289646,2.9821677
1595581287148,-0.78707886,0.6222534,-0.25248718,0.008893013,0.6519022,3.505641
1595581287249,-0.6539154,0.12989807,-0.08389282,-0.39387822,-0.29997587,4.402529
1595581287348,-0.10290527,-0.31843567,0.05293274,-2.0181494,-0.59723985,5.0471582
1595581287449,0.2892456,-0.6312103,0.06880188,-0.930876,-0.53309155,2.1702614
1595581287550,0.7645111,-0.99894714,-0.14987183,0.52552795,-1.2878997,-0.41615486
1595581287650,0.79626465,-0.8498993,0.07980347,3.1766663,0.0044083595,-1.7097626
1595581287751,0.44807434,-0.62142944,-0.03501892,1.8958068,-0.08650684,-2.004139
1595581287852,0.29536438,-0.017929077,-0.11198425,1.2208302,-0.6685841,-1.9755774
1595581287953,0.009475708,0.34614563,-0.16940308,-0.008425355,0.36254454,-1.0201826
1595581288054,-0.30448914,0.3290558,-0.11566162,0.077002406,0.40283155,-1.0683947
1595581288154,-0.33503723,0.38523865,-0.21827698,-0.68650687,-0.29053688,-0.97297573
1595581288255,-0.38633728,0.3314972,-0.2427063,-0.9148724,-0.5005121,-1.4224272
1595581288354,-0.46943665,0.1555481,-0.24394226,-2.0708878,0.15024734,-1.1766367
1595581288455,-0.7064514,0.087142944,-0.2109375,-0.90765476,-0.5089164,-0.9879074
1595581288557,-0.70765686,0.6381378,-0.08509827,1.4905345,-0.24093843,-0.3994217
1595581288658,-0.38513184,0.83973694,-0.34043884,-0.046501875,0.37129372,1.3807373
1595581288759,-0.2873993,0.256958,-0.108306885,-0.9079757,0.33770913,3.972332
1595581288859,0.11943054,-0.20605469,0.19830322,-1.5072863,-0.30171004,4.3702717
