@ HyperIMU - ianovir
@ Date:Fri Jul 24 16:56:28 GMT+08:00 2020, Sampling Rate:100ms

timestamp,LSM6DSM_Gyroscope.x,LSM6DSM_Gyroscope.y,LSM6DSM_Gyroscope.z,Linear_Acceleration.x,Linear_Acceleration.y,Linear_Acceleration.z
1595580988548,0.0,0.0,0.0,0.0,0.0,0.0
1595580988649,0.01802063,0.011398315,0.034606934,0.6747049,0.058900833,0.22924066
1595580988749,-0.123672485,-0.15840149,0.013839722,0.32915038,0.018866539,0.3521204
1595580988850,-0.1603241,-0.1974945,-0.048461914,-0.039491832,0.28688622,0.36709952
1595580988951,-0.39733887,0.13113403,-0.1974945,-1.1338546,-0.09990215,-0.10390484
1595580989052,-0.39978027,0.48786926,-0.08633423,-0.7375082,-0.31249905,-0.9406911
1595580989153,-0.73942566,0.891037,0.06147766,-0.80779374,0.4192114,-0.39814293
1595580989254,-0.22018433,0.18122864,0.034606934,-1.0972781,-2.1501207,0.17931432
1595580989354,0.49084473,-0.2915802,-0.08509827,-1.5424365,3.1661987E-4,-0.5534479
1595580989456,0.42118835,-0.17306519,0.008956909,-0.15816906,0.8519249,0.0037465096
1595580989557,0.4700775,-0.028915405,-0.032577515,-0.58757806,-0.40793133,0.16082537
1595580989656,0.10720825,0.22398376,-0.024017334,0.12387073,1.7645168,0.4526353
1595580989757,-0.4547577,0.043167114,0.051727295,0.13031581,-0.02679348,0.7252717
1595580989858,-0.2715149,-0.37586975,0.04928589,0.55667603,0.57031345,-1.0283804
1595580989959,-0.2690735,-0.25613403,-0.10342407,1.0658381,-0.40950775,0.20393562
1595580990060,0.15240479,0.076156616,0.270401,1.3063611,-1.901371,0.5422736
1595580990160,0.52749634,0.5562897,0.37179565,1.4108362,0.41256237,-0.95460224
1595580990261,0.21594238,0.32537842,0.0053100586,-0.1674552,-0.32921124,-0.31123686
1595580990362,0.21105957,-0.2622528,-0.17184448,0.66707176,-0.57442665,0.17526853
1595580990463,0.12919617,-0.5640106,-0.080215454,-0.14024904,1.399375,0.29568648
1595580990563,-0.34970093,-0.26345825,-0.15107727,-0.28265736,0.5906639,0.92698276
1595580990664,-0.27516174,0.2532959,-0.088775635,-0.061813265,0.21835613,-1.1744825
1595580990765,-0.49752808,0.6943512,-0.07533264,-0.95834255,-0.011746407,-0.6641352
1595580990866,-0.27516174,0.29360962,4.119873E-4,-0.752551,-0.16756916,0.41461045
1595580990967,0.4517212,-0.1473999,-0.069229126,-1.7024432,-1.4515953,-0.32753527
1595580991068,0.50061035,-0.309906,0.046844482,-0.7101549,0.88253784,-0.5481864
1595580991169,0.34910583,-0.08023071,0.02607727,-0.737985,0.2629919,0.1006999
1595580991270,-0.025939941,0.11645508,0.08468628,0.26977935,1.4745836,0.38469863
1595580991371,-0.46331787,-0.05090332,0.107910156,0.26971096,-0.14200115,0.44031036
1595580991471,-0.4046631,-0.13031006,0.08103943,0.86025596,0.36264324,-0.59621465
1595580991572,-0.22998047,-0.38565063,0.04928589,1.0208735,-0.56672764,-0.16315198
