time,ax,ay,az,wx,wy,wz
0,0.01,0.04,-0.06,0,0.01,-0.01
0.002,0.01,0.04,-0.06,0,0.01,-0.01
0.003,0.02,0.04,-0.05,0,0.01,-0.01
0.005,0.02,0.04,-0.05,0,0.01,-0.01
0.008,0.01,0.04,-0.05,0,0.01,-0.01
0.008,0.01,0.04,-0.05,0,0.01,-0.01
0.01,0.01,0.04,-0.05,-0.01,0.01,-0.01
0.013,0.02,0.04,-0.08,-0.01,0.01,-0.01
0.013,0.02,0.04,-0.08,-0.01,0.01,-0.01
0.015,0.02,0.04,-0.08,-0.01,0.01,-0.01
0.018,0.03,0.04,-0.05,-0.01,0.01,-0.01
0.018,0.03,0.04,-0.05,-0.01,0.01,-0.01
0.02,0.03,0.04,-0.05,-0.01,0.01,-0.01
0.022,0.02,0.03,-0.07,-0.01,0.01,-0.01
0.022,0.02,0.03,-0.07,-0.01,0.01,-0.01
0.026,0.02,0.03,-0.07,-0.01,0.01,-0.01
0.028,0.04,0.01,-0.05,-0.01,0.01,-0.01
0.029,0.04,0.01,-0.05,-0.01,0.01,-0.01
0.029,0.04,0.01,-0.05,-0.01,0.01,-0.01
0.032,0.01,-0.02,-0.04,-0.01,0.01,-0.01
0.032,0.01,-0.02,-0.04,-0.01,0.01,-0.01
0.035,0.01,-0.02,-0.04,-0.01,0.01,-0.01
0.037,0.04,-0.01,-0.04,-0.01,0.01,-0.01
0.039,0.04,-0.01,-0.04,-0.01,0.01,-0.01
0.04,0.04,-0.01,-0.04,-0.01,0.01,-0.01
0.042,0.04,-0.01,-0.05,-0.01,0.01,-0.01
0.042,0.04,-0.01,-0.05,-0.01,0.01,-0.01
0.044,0.04,-0.01,-0.05,-0.01,0.01,-0.01
0.047,0.04,-0.01,-0.05,-0.01,0.01,-0.01
0.047,0.03,-0.02,-0.04,-0.01,0.01,-0.01
0.05,0.03,-0.02,-0.04,-0.01,0.01,-0.01
0.057,0.03,-0.02,-0.04,-0.01,0.01,-0.01
0.057,0.04,-0.01,-0.04,-0.01,0.01,-0.01
0.058,0.04,-0.01,-0.04,-0.01,0.01,-0.01
0.058,0.04,-0.01,-0.04,-0.01,0.01,-0.01
0.058,0.02,0.02,-0.05,-0.01,0.01,-0.01
0.059,0.02,0.02,-0.05,-0.01,0.01,-0.01
0.063,0.01,0.01,-0.04,-0.01,0.01,-0.01
0.064,0.01,0.01,-0.04,-0.01,0.01,-0.01
0.065,0.01,0.01,-0.04,-0.01,0.01,-0.01
0.066,0.01,0.02,-0.04,-0.01,0.01,-0.01
0.067,0.01,0.02,-0.04,-0.01,0.01,-0.01
0.069,0.01,0.02,-0.04,-0.01,0.01,-0.01
0.071,0.02,0.02,-0.03,-0.01,0.01,-0.01
0.071,0.02,0.02,-0.03,-0.01,0.01,-0.01
0.073,0.02,0.02,-0.03,-0.01,0.01,-0.01
0.077,0.02,0.02,-0.03,-0.01,0.01,-0.01
0.077,0,0.04,-0.01,-0.01,0.01,-0.01
0.078,0,0.04,-0.01,-0.01,0.01,-0.01
0.081,0.01,0.02,-0.01,-0.01,0.01,-0.01
0.082,0.01,0.02,-0.01,-0.01,0.01,-0.01
0.083,0.01,0.02,-0.01,-0.01,0.01,-0.01
0.087,0,0.02,0.01,-0.01,0.01,-0.01
0.087,0,0.02,0.01,0,0.01,-0.01
0.088,0,0.02,0.01,0,0.01,-0.01
0.092,0,0.02,0.01,0,0.01,-0.01
0.092,0.01,0.02,0.03,0,0.01,-0.01
0.093,0.01,0.02,0.03,0,0.01,-0.01
0.096,0.01,0.02,0.03,0,0,-0.01
0.096,0.03,0.02,0.05,0,0,-0.01
0.098,0.03,0.02,0.05,0,0.01,-0.01
0.1,0.04,0.02,0,0,0.01,-0.01
0.102,0.04,0.02,0,0,0.01,-0.01
0.104,0.04,0.02,0,0,0.01,-0.01
0.106,0.05,0.01,0.01,0,0.01,-0.01
0.106,0.05,0.01,0.01,0,0,-0.01
0.137,0.05,0.01,0.01,0,0,-0.01
0.137,0.04,0.02,-0.05,0,0,-0.01
0.138,0.04,0.02,-0.05,0,0.01,-0.01
0.138,0.04,0.02,-0.05,0,0.01,-0.01
0.139,0.01,0.02,-0.13,0,0.01,-0.01
0.139,0.01,0.02,-0.13,-0.01,0.01,-0.01
0.14,0.01,0.02,-0.13,-0.01,0,-0.01
0.14,-0.03,0.03,-0.13,-0.01,0,-0.01
0.141,-0.03,0.03,-0.13,-0.01,0.01,-0.01
0.141,-0.03,0.03,-0.13,-0.01,0.01,-0.01
0.142,-0.04,0.03,-0.07,-0.01,0.01,-0.01
0.142,-0.04,0.03,-0.07,-0.01,0.01,-0.01
0.143,-0.04,0.03,-0.07,-0.01,0.01,-0.01
0.144,-0.01,0.02,-0.02,-0.01,0.01,-0.01
0.144,-0.01,0.02,-0.02,-0.01,0.01,-0.01
0.145,-0.01,0.02,-0.02,-0.01,0.01,-0.01
0.145,0.03,0,0.03,-0.01,0.01,-0.01
0.146,0.03,0,0.03,-0.01,0,-0.01
0.146,0.03,0,0.03,-0.01,0,-0.01
0.146,0.05,0.03,0.04,-0.01,0,-0.01
0.147,0.05,0.03,0.04,-0.01,0,-0.01
0.147,0.05,0.03,0.04,-0.01,0.01,-0.01
0.149,0.05,0.02,-0.01,-0.01,0.01,-0.01
0.149,0.05,0.02,-0.01,-0.01,0,-0.01
0.15,0.05,0.02,-0.01,-0.01,0,-0.01
0.15,0.04,0.02,-0.08,-0.01,0,-0.01
0.15,0.04,0.02,-0.08,-0.01,0,-0.01
0.152,0.04,0.02,-0.08,-0.01,0.01,-0.01
0.153,0.01,0.04,-0.12,-0.01,0.01,-0.01
0.154,0.01,0.04,-0.12,-0.01,0,-0.01
