time,ax,ay,az,wx,wy,wz
0,-0.08,0.04,-0.09,-0.01,-0.02,0.01
0.002,-0.04,0.03,-0.05,-0.01,-0.02,0.01
0.003,-0.04,0.03,-0.05,-0.01,-0.02,0.01
0.005,-0.04,0.03,-0.05,-0.01,-0.02,0.01
0.01,0.01,0.02,-0.04,-0.01,-0.02,0.01
0.01,0.01,0.02,-0.04,0,-0.02,0.02
0.01,0.01,0.02,-0.04,0,-0.02,0.02
0.013,0.04,-0.01,-0.05,0,-0.02,0.02
0.013,0.04,-0.01,-0.05,0,-0.02,0.01
0.015,0.04,-0.01,-0.05,0,-0.02,0.01
0.017,0.1,-0.02,-0.11,0,-0.02,0.01
0.018,0.1,-0.02,-0.11,0,-0.02,0.01
0.019,0.1,-0.02,-0.11,0,-0.01,0.01
0.028,0.1,-0.02,-0.11,0,-0.02,0.01
0.029,0.08,-0.04,-0.16,0,-0.02,0.01
0.029,0.08,-0.04,-0.16,0,-0.01,0.01
0.029,0.09,-0.06,-0.15,0,-0.01,0.01
0.03,0.09,-0.06,-0.15,0,-0.01,0.01
0.03,0.09,-0.06,-0.15,0,-0.01,0.01
0.033,0.1,-0.09,-0.02,0,-0.01,0.01
0.034,0.1,-0.09,-0.02,0,-0.01,0.01
0.035,0.1,-0.09,-0.02,0,-0.01,0.01
0.037,0.1,-0.09,-0.02,0.01,-0.01,0.01
0.037,0.1,-0.09,0.06,0.01,-0.01,0.01
0.04,0.1,-0.09,0.06,0.01,-0.02,0.01
0.042,0.1,-0.09,0.06,0.02,-0.02,0.01
0.042,0.08,-0.08,0.05,0.02,-0.02,0.01
0.044,0.08,-0.08,0.05,0.02,-0.02,0.01
0.047,0.05,-0.1,0.08,0.02,-0.02,0.01
0.047,0.05,-0.1,0.08,0.02,-0.02,0.01
0.049,0.05,-0.1,0.08,0.02,-0.02,0.01
0.052,0.04,-0.09,0.08,0.02,-0.02,0.01
0.052,0.04,-0.09,0.08,0.03,-0.02,0.01
0.054,0.04,-0.09,0.08,0.03,-0.02,0.01
0.056,0.01,-0.09,0.08,0.03,-0.02,0.01
0.057,0.01,-0.09,0.08,0.03,-0.02,0.01
0.059,0.01,-0.09,0.08,0.03,-0.01,0.01
0.062,-0.01,-0.07,0.02,0.03,-0.01,0.01
0.062,-0.01,-0.07,0.02,0.04,-0.02,0.01
0.063,-0.01,-0.07,0.02,0.04,-0.02,0.02
0.066,-0.04,-0.04,-0.02,0.04,-0.02,0.02
0.066,-0.04,-0.04,-0.02,0.04,-0.02,0.01
0.069,-0.04,-0.04,-0.02,0.04,-0.01,0.02
0.071,-0.04,-0.04,-0.02,0.03,-0.01,0.01
0.071,-0.08,-0.01,-0.07,0.03,-0.01,0.01
0.073,-0.08,-0.01,-0.07,0.03,-0.01,0.01
0.077,-0.08,-0.01,-0.07,0.03,-0.01,0.02
0.096,-0.07,0.02,-0.11,0.03,-0.01,0.02
0.096,-0.07,0.02,-0.11,0.03,0,0.02
0.097,-0.05,0.04,-0.1,0.03,0,0.02
0.097,-0.05,0.04,-0.1,0.03,0,0.02
0.097,-0.05,0.04,-0.1,0.02,0,0.02
0.097,-0.05,0.04,-0.1,0.02,0,0.02
0.098,-0.03,0.07,-0.08,0.02,0,0.02
0.098,-0.03,0.07,-0.08,0.02,0,0.02
0.098,-0.03,0.07,-0.08,0.02,0,0.02
0.098,0.01,0.1,-0.05,0.02,0,0.02
0.099,0.01,0.1,-0.05,0.02,0,0.02
0.099,0.01,0.1,-0.05,0.02,0,0.02
0.099,0.02,0.13,-0.03,0.02,0,0.02
0.099,0.02,0.13,-0.03,0.01,0.01,0.02
0.101,0.02,0.13,-0.03,0.01,0.01,0.02
