time,ax,ay,az,wx,wy,wz
0,-0.02,-0.03,0.03,-0.01,0.01,0
0.003,-0.02,-0.03,0.03,-0.01,0.01,0
0.003,-0.02,-0.02,0.05,-0.01,0.01,0
0.005,-0.02,-0.02,0.05,-0.01,0,0
0.007,-0.01,0,0.06,-0.01,0,0
0.008,-0.01,0,0.06,-0.01,0,0
0.01,-0.01,0,0.06,-0.01,0,0
0.012,0.01,0.01,0.07,-0.01,0,0
0.012,0.01,0.01,0.07,0,0,0
0.016,0.01,0.01,0.07,0,0,0
0.017,0.04,-0.01,0.07,0,0,0
0.018,0.04,-0.01,0.07,0,0,0
0.02,0.04,-0.01,0.07,0,0.01,-0.01
0.023,0.04,-0.01,0.07,0,0.01,-0.01
0.024,0.03,0,0.04,0,0.01,-0.01
0.025,0.03,0,0.04,0,0.01,-0.01
0.027,0.03,0,0.04,0,0,0
0.05,0,0.02,-0.06,0,0,0
0.051,0,0.02,-0.06,-0.01,0.01,-0.01
0.051,-0.04,0.02,-0.11,-0.01,0.01,-0.01
0.051,-0.04,0.02,-0.11,-0.01,0.01,0
0.051,-0.04,0.02,-0.11,-0.01,0.01,0
0.052,-0.04,0.02,-0.11,-0.01,0.01,0
0.052,-0.04,0.04,-0.12,-0.01,0.01,0
0.052,-0.04,0.04,-0.12,-0.01,0.01,0
0.053,-0.01,0.03,-0.07,-0.01,0.01,0
0.053,-0.01,0.03,-0.07,-0.01,0.01,0
0.053,-0.01,0.03,-0.07,-0.01,0.01,0
0.053,-0.01,0.03,-0.07,-0.01,0,0
0.054,0.02,0.03,0,-0.01,0,0
0.054,0.02,0.03,0,-0.01,0,0
0.054,0.02,0.03,0,-0.01,0,0
0.054,0.05,0.03,0.04,-0.01,0,0
0.054,0.05,0.03,0.04,-0.01,0,0
0.057,0.04,0.01,0.03,-0.01,0,0
0.057,0.04,0.01,0.03,-0.01,0,0
0.06,0.04,0.01,0.03,-0.01,0,0
0.066,0.04,-0.01,-0.01,-0.01,0,0
0.067,0.04,-0.01,-0.01,-0.01,0,0
0.067,0.04,-0.01,-0.01,-0.01,0,0
0.067,0.05,0.01,-0.1,-0.01,0,0
0.067,0.05,0.01,-0.1,-0.01,0,0
0.068,0.05,0.01,-0.1,-0.02,0,0
0.071,0,0.04,-0.17,-0.02,0,0
0.072,0,0.04,-0.17,-0.02,0,0
0.073,0,0.04,-0.17,-0.02,0,0
0.075,0,0.04,-0.17,-0.02,0,0
0.076,0,0.01,-0.09,-0.02,0,0
0.078,0,0.01,-0.09,-0.02,0,0
0.08,0,0.02,-0.03,-0.02,0,0
0.08,0,0.02,-0.03,-0.02,0,0
0.083,0,0.02,-0.03,-0.02,0,0
0.086,0,0,-0.01,-0.02,0,0
0.086,0,0,-0.01,-0.02,0,0
0.088,0,0,-0.01,-0.02,0,0
0.09,0.02,0,0,-0.02,0,0
0.09,0.02,0,0,-0.02,0,0.01
0.092,0.02,0,0,-0.02,0,0
0.094,0.02,0.03,0.02,-0.02,0,0
0.095,0.02,0.03,0.02,-0.02,0,0
0.097,0.02,0.03,0.02,-0.02,0,0
0.099,0.04,0,0.03,-0.02,0,0
0.1,0.04,0,0.03,-0.02,0,0
0.102,0.04,0,0.03,-0.02,0,0
0.105,0.04,0,0.03,-0.02,0,0
0.105,0.03,-0.02,0.04,-0.02,0,0
0.107,0.03,-0.02,0.04,-0.02,0,0
0.109,0.03,-0.02,0,-0.02,0,0
0.11,0.03,-0.02,0,-0.02,0,0
0.112,0.03,-0.02,0,-0.02,0,0
0.114,0.03,-0.02,0,-0.02,0,0
0.115,0.01,-0.02,-0.06,-0.02,0,0
0.117,0.01,-0.02,-0.06,-0.02,0,0
0.119,0.01,-0.02,-0.11,-0.02,0,0
0.12,0.01,-0.02,-0.11,-0.02,0,0
0.122,0.01,-0.02,-0.11,-0.02,0,0
0.124,0.01,-0.02,-0.11,-0.03,0,0
0.125,0.02,-0.01,-0.11,-0.03,0,0
0.127,0.02,-0.01,-0.11,-0.03,0,0
0.129,0.02,-0.01,-0.11,-0.03,0,0
0.129,0.03,-0.01,-0.07,-0.03,0,0
0.131,0.03,-0.01,-0.07,-0.02,0,0
0.134,0.04,-0.02,-0.01,-0.02,0,0
0.134,0.04,-0.02,-0.01,-0.02,0.01,0
0.136,0.04,-0.02,-0.01,-0.02,0.01,0
0.139,0.03,-0.01,0.04,-0.02,0.01,0
0.139,0.03,-0.01,0.04,-0.02,0.01,0
0.141,0.03,-0.01,0.04,-0.02,0.01,0
0.144,0.03,-0.01,0.04,-0.02,0.01,0
0.144,0.05,-0.01,0.06,-0.02,0.01,0
0.146,0.05,-0.01,0.06,-0.02,0.01,0
0.149,0.05,-0.01,0.06,-0.02,0.01,0
0.149,0.05,-0.01,0.06,-0.02,0.01,0
0.151,0.05,-0.01,0.06,-0.02,0.01,0
0.154,0.06,-0.02,0.06,-0.02,0.01,0
0.154,0.06,-0.02,0.06,-0.02,0.01,0
0.156,0.06,-0.02,0.06,-0.02,0.01,0
0.158,0.06,-0.02,0.06,-0.02,0.01,0
0.158,0.04,-0.02,0.06,-0.02,0.01,0
0.161,0.04,-0.02,0.06,-0.02,0.01,0
0.164,0.01,-0.02,0.04,-0.02,0.01,0
0.164,0.01,-0.02,0.04,-0.01,0.01,0
0.166,0.01,-0.02,0.04,-0.01,0.01,0
0.169,0.02,-0.02,0,-0.01,0.01,0
0.169,0.02,-0.02,0,-0.01,0.01,0
0.171,0.02,-0.02,0,-0.01,0.01,0
0.173,0.02,0.02,0,-0.01,0.01,0
0.174,0.02,0.02,0,-0.01,0.01,0
0.175,0.02,0.02,0,-0.01,0.01,0
0.182,0.02,0.02,0.01,-0.01,0.01,0
0.183,0.02,0.02,0.01,-0.01,0.01,0
0.183,0.02,0.02,0.01,-0.01,0.01,-0.01
0.184,0.02,0.03,0.02,-0.01,0.01,-0.01
0.184,0.02,0.03,0.02,-0.01,0,0
0.186,0.02,0.03,0.02,-0.01,0,0
0.188,0.02,0.03,0.02,-0.01,0,0
0.188,-0.02,0.04,0.01,-0.01,0,0
0.213,-0.02,0.04,0.01,-0.01,0,0
0.213,-0.01,0.05,0.01,-0.01,0,0
0.214,-0.01,0.05,0.01,-0.01,0,0
0.215,-0.01,0.05,0.01,-0.02,0,0
0.215,-0.01,0.04,0,-0.02,0,0
0.216,-0.01,0.04,0,-0.02,0,0
0.216,-0.01,0.04,0,-0.02,-0.01,0
0.217,-0.02,0.08,0,-0.02,-0.01,0
0.217,-0.02,0.08,0,-0.02,-0.01,0
0.218,-0.02,0.08,0,-0.02,-0.01,0
0.218,-0.01,0.05,0,-0.02,-0.01,0
0.219,-0.01,0.05,0,-0.02,-0.01,0
0.219,-0.01,0.05,0,-0.02,-0.01,0
0.22,-0.04,0.04,0.01,-0.02,-0.01,0
0.22,-0.04,0.04,0.01,-0.02,-0.01,0
0.221,-0.04,0.04,0.01,-0.02,-0.01,0
0.221,-0.01,0.05,-0.02,-0.02,-0.01,0
0.222,-0.01,0.05,-0.02,-0.02,-0.01,0
0.222,-0.01,0.05,-0.02,-0.02,-0.01,0
0.223,-0.01,0.04,-0.02,-0.02,-0.01,0
0.224,-0.01,0.04,-0.02,-0.03,-0.01,0
0.227,-0.01,0.04,-0.02,-0.03,-0.01,-0.01
0.228,-0.01,0.04,-0.02,-0.03,0,-0.01
0.228,-0.02,0.04,-0.04,-0.03,0,-0.01
0.229,-0.02,0.04,-0.04,-0.03,0,0
0.231,0,0.04,-0.03,-0.03,0,0
0.232,0,0.04,-0.03,-0.03,0,0
0.235,0,0.04,-0.03,-0.03,0,0
0.238,0.02,0.02,-0.02,-0.03,0,0
0.238,0.02,0.02,-0.02,-0.03,0,-0.01
0.239,0.02,0.02,-0.02,-0.03,0,-0.01
0.243,0.02,0.02,-0.02,-0.03,0,-0.01
0.243,0.02,0.02,-0.02,-0.03,0,-0.01
0.243,0.02,0.02,-0.02,-0.03,0,-0.01
0.247,0.03,0.01,-0.02,-0.03,0,-0.01
0.247,0.03,0.01,-0.02,-0.03,0.01,-0.01
0.249,0.03,0.01,-0.02,-0.03,0,-0.01
0.251,0.04,-0.02,-0.01,-0.03,0,-0.01
0.251,0.04,-0.02,-0.01,-0.03,0.01,-0.01
0.254,0.04,-0.02,-0.01,-0.03,0.01,-0.01
0.256,0.04,-0.01,0,-0.03,0.01,-0.01
0.256,0.04,-0.01,0,-0.03,0.01,-0.01
0.258,0.04,-0.01,0,-0.03,0.01,-0.01
0.261,0.03,-0.01,-0.02,-0.03,0.01,-0.01
0.261,0.03,-0.01,-0.02,-0.03,0.01,-0.01
0.263,0.03,-0.01,-0.02,-0.03,0.01,-0.01
0.266,0.04,0.01,-0.03,-0.03,0.01,-0.01
0.266,0.04,0.01,-0.03,-0.03,0.01,-0.01
0.268,0.04,0.01,-0.03,-0.03,0.01,-0.01
0.271,0.04,-0.01,-0.02,-0.03,0.01,-0.01
0.272,0.04,-0.01,-0.02,-0.03,0.01,-0.01
0.273,0.04,-0.01,-0.02,-0.03,0.01,-0.01
0.276,0.04,-0.01,-0.02,-0.03,0.01,-0.01
0.277,0.03,0.01,-0.01,-0.03,0.01,-0.01
0.281,0.03,0.01,-0.01,-0.03,0.01,-0.01
0.281,0.03,0,-0.02,-0.03,0.01,-0.01
0.281,0.03,0,-0.02,-0.03,0.01,-0.01
0.283,0.03,0,-0.02,-0.03,0.01,-0.01
0.285,0.03,0,-0.02,-0.03,0.01,-0.01
0.286,0.03,0,-0.02,-0.03,0.01,-0.01
