time,ax,ay,az,wx,wy,wz
0.001,0.06,0,0,0,0.02,0.01
0.001,0.03,0.01,-0.02,0,0.02,0.01
0.003,0.03,0.01,-0.02,0,0.02,0.01
0.005,0.03,-0.01,-0.02,0,0.02,0.01
0.006,0.03,-0.01,-0.02,0,0.02,0.01
0.008,0.03,-0.01,-0.02,0,0.02,0.01
0.011,0.03,0,-0.01,0,0.02,0.01
0.011,0.03,0,-0.01,0,0.02,0.01
0.029,0.03,0,-0.01,0,0.02,0.01
0.029,0.04,0,-0.03,0,0.02,0.01
0.029,0.04,0,-0.03,0,0.02,0.01
0.03,0.04,0,-0.03,0,0.02,0.01
0.03,0.03,0.01,-0.03,0,0.02,0.01
0.031,0.03,0.01,-0.03,0,0.02,0.01
0.031,0.03,0.01,-0.03,0,0.02,0.01
0.031,0.03,0.05,-0.02,0,0.02,0.01
0.032,0.03,0.05,-0.02,0,0.02,0.01
0.032,0.03,0.05,-0.02,-0.01,0.02,0.01
0.032,0.06,0.05,-0.02,-0.01,0.02,0.01
0.033,0.06,0.05,-0.02,-0.01,0.02,0.01
0.033,0.06,0.05,-0.02,0,0.01,0.01
0.036,0.06,0.05,-0.02,0,0.02,0.01
0.037,0.05,0.04,-0.02,0,0.02,0.01
0.038,0.05,0.04,-0.02,-0.01,0.02,0.01
0.039,0.06,0.04,-0.03,-0.01,0.02,0.01
0.039,0.06,0.04,-0.03,-0.01,0.02,0.01
0.042,0.06,0.04,-0.03,-0.01,0.01,0.01
0.044,0.06,0.04,-0.03,-0.01,0.02,0.01
0.044,0.04,0.05,-0.01,-0.01,0.02,0.01
0.048,0.04,0.05,-0.01,-0.01,0.01,0.01
0.049,0.02,0.06,-0.02,-0.01,0.01,0.01
0.05,0.02,0.06,-0.02,-0.01,0.01,0.01
0.051,0.02,0.06,-0.02,-0.01,0.02,0.01
0.054,0,0.06,0.01,-0.01,0.02,0.01
0.054,0,0.06,0.01,-0.01,0.01,0.01
0.057,0,0.06,0.01,-0.01,0.01,0.01
0.06,0,0.02,0.03,-0.01,0.01,0.01
0.06,0,0.02,0.03,-0.01,0.01,0.01
0.062,0,0.02,0.03,-0.01,0.01,0.01
0.064,0,0.02,0.03,-0.01,0.01,0.01
0.065,0.02,0.03,0.04,-0.01,0.01,0.01
0.067,0.02,0.03,0.04,-0.01,0.01,0.01
0.07,0.02,0.02,0.01,-0.01,0.01,0.01
0.07,0.02,0.02,0.01,0,0.01,0.01
0.072,0.02,0.02,0.01,-0.01,0.01,0.01
0.074,0.02,0.04,0.02,-0.01,0.01,0.01
0.074,0.02,0.04,0.02,-0.01,0.01,0.01
0.076,0.02,0.04,0.02,-0.01,0.01,0.01
0.079,0.01,0.04,0.01,-0.01,0.01,0.01
0.079,0.01,0.04,0.01,-0.01,0.02,0.01
0.083,0.01,0.04,0.01,-0.01,0.02,0.01
0.084,0.01,0.04,0.01,-0.01,0.02,0.01
0.084,0,0.03,-0.05,-0.01,0.02,0.01
0.086,0,0.03,-0.05,-0.01,0.02,0.01
0.088,0,0.03,-0.05,-0.02,0.02,0.01
0.089,-0.04,0.01,-0.13,-0.02,0.02,0.01
0.091,-0.04,0.01,-0.13,-0.02,0.03,0.01
0.094,-0.05,0.01,-0.11,-0.02,0.03,0.01
0.094,-0.05,0.01,-0.11,-0.02,0.03,0.01
0.096,-0.05,0.01,-0.11,-0.02,0.03,0.01
0.102,-0.01,0.01,-0.06,-0.02,0.03,0.01
0.103,-0.01,0.01,-0.06,-0.02,0.03,0.01
0.103,-0.01,0.01,-0.06,-0.02,0.03,0.01
0.104,0.02,-0.01,0.01,-0.02,0.03,0.01
0.104,0.02,-0.01,0.01,-0.02,0.03,0.01
0.105,0.02,-0.01,0.01,-0.02,0.03,0.01
0.108,0.06,0.02,0.05,-0.02,0.03,0.01
0.109,0.06,0.02,0.05,-0.01,0.02,0.01
0.11,0.06,0.02,0.05,-0.01,0.02,0.01
0.114,0.06,0.01,0.07,-0.01,0.02,0.01
0.115,0.06,0.01,0.07,-0.01,0.02,0.01
0.116,0.06,0.01,0.07,-0.01,0.02,0.01
0.118,0.06,0.01,0.07,-0.01,0.02,0.01
0.119,0.08,0.02,0.02,-0.01,0.02,0.01
0.12,0.08,0.02,0.02,-0.01,0.02,0.01
0.123,0.08,0.02,0.02,-0.01,0.02,0.01
