time,ax,ay,az,wx,wy,wz
0.002,0.03,0.02,0.01,0.01,0.02,-0.01
0.002,0.05,0.02,0.01,0.01,0.02,-0.01
0.004,0.05,0.02,0.01,0.01,0.02,-0.01
0.006,0.05,0.02,0.01,0.01,0.02,-0.01
0.006,0.04,0.01,0.01,0.01,0.02,-0.01
0.008,0.04,0.01,0.01,0.01,0.02,-0.01
0.011,0.04,0.01,0.01,0.01,0.02,-0.01
0.012,0.03,0.01,0.01,0.01,0.02,-0.01
0.013,0.03,0.01,0.01,0.01,0.02,-0.01
0.015,0.03,0.01,0.01,0.01,0.02,-0.01
0.015,0.01,-0.01,-0.01,0.01,0.02,-0.01
0.018,0.01,-0.01,-0.01,0.02,0.01,-0.01
0.02,0.01,-0.01,-0.01,0.01,0.01,-0.01
0.021,0.01,0.01,0,0.01,0.01,-0.01
0.022,0.01,0.01,0,0.01,0.01,-0.01
0.025,0.01,0.01,0,0.01,0.01,-0.01
0.026,0,0.01,-0.02,0.01,0.01,-0.01
0.027,0,0.01,-0.02,0.01,0.01,-0.01
0.03,0,0.01,-0.02,0.01,0.01,-0.01
0.03,-0.02,0.01,-0.03,0.01,0.01,-0.01
0.032,-0.02,0.01,-0.03,0.01,0.01,-0.01
0.035,-0.02,0.01,-0.03,0.01,0,-0.01
0.035,-0.05,0.03,-0.03,0.01,0,-0.01
0.037,-0.05,0.03,-0.03,0.01,0.01,-0.01
0.04,-0.05,0.03,-0.03,0.01,0.01,-0.01
0.041,-0.06,0.02,-0.02,0.01,0.01,-0.01
0.042,-0.06,0.02,-0.02,0.01,0,-0.01
0.045,-0.06,0.02,-0.03,0.01,0,-0.01
0.045,-0.06,0.02,-0.03,0.01,0,-0.01
0.047,-0.06,0.02,-0.03,0.01,0,-0.01
0.049,-0.06,0.02,-0.03,0.01,0,-0.01
0.05,-0.04,0,-0.04,0.01,0,-0.01
0.054,-0.04,0,-0.04,0.01,0,-0.01
0.054,-0.03,0.02,-0.02,0.01,0,-0.01
0.055,-0.03,0.02,-0.02,0.01,0,-0.01
0.057,-0.03,0.02,-0.02,0.01,0,-0.01
0.059,-0.02,0.02,-0.02,0.01,0,-0.01
0.06,-0.02,0.02,-0.02,0.01,0,-0.01
0.062,-0.02,0.02,-0.02,0.01,0,-0.01
0.064,-0.01,0.02,-0.02,0.01,0,-0.01
0.065,-0.01,0.02,-0.02,0.01,0,-0.01
0.066,-0.01,0.02,-0.02,0.01,0,-0.01
0.07,0,0.01,-0.01,0.01,0,-0.01
0.071,0,0.01,-0.01,0.01,0,-0.01
0.098,0,0.01,-0.01,0.01,0,-0.01
0.099,0,-0.01,0,0.01,0,-0.01
0.099,0,-0.01,0,0.01,0,-0.01
0.1,0,-0.01,0,0.01,0,-0.01
0.1,0.01,0,-0.02,0.01,0,-0.01
0.101,0.01,0,-0.02,0.01,0,-0.01
0.101,0.01,0,-0.02,0,0,-0.01
0.102,0.02,0.01,-0.01,0,0,-0.01
0.102,0.02,0.01,-0.01,0,0,-0.01
0.103,0.02,0.01,-0.01,0.01,0,0
0.103,0.02,0.01,0.01,0.01,0,0
0.104,0.02,0.01,0.01,0,0.01,-0.01
0.104,0.02,0.01,0.01,0.01,0,0
0.104,0.04,0.01,0.01,0.01,0,0
0.104,0.04,0.01,0.01,0.01,0,0
0.105,0.04,0.01,0.01,0.01,0.01,-0.01
0.105,0.04,0.01,0.01,0.01,0,-0.01
0.105,0.04,-0.01,0.02,0.01,0,-0.01
0.105,0.04,-0.01,0.02,0.01,0.01,-0.01
0.106,0.06,0,0.03,0.01,0.01,-0.01
0.106,0.06,0,0.03,0.01,0.01,-0.01
0.106,0.06,0,0.03,0.01,0.01,-0.01
0.109,0.05,0,0.03,0.01,0.01,-0.01
0.11,0.05,0,0.03,0.01,0.01,-0.01
0.111,0.05,0,0.03,0.01,0.01,-0.01
0.112,0.06,-0.01,0.04,0.01,0.01,-0.01
0.113,0.06,-0.01,0.04,0.01,0.01,-0.01
0.116,0.06,-0.01,0.04,0.01,0.01,-0.01
0.121,0.05,0.02,0.02,0.01,0.01,-0.01
0.122,0.05,0.02,0.02,0.01,0.01,-0.01
0.122,0.05,0.02,0.02,0.01,0.01,-0.01
0.122,0.04,0.03,0.01,0.01,0.01,-0.01
0.122,0.04,0.03,0.01,0.01,0.01,-0.02
0.125,0.04,0.03,0.01,0.01,0.01,-0.01
0.127,0.01,0.04,-0.02,0.01,0.01,-0.01
0.128,0.01,0.04,-0.02,0.01,0.01,-0.01
0.13,0.01,0.04,-0.02,0.01,0.01,-0.01
0.132,0.01,0.04,-0.02,0.01,0.01,-0.01
0.132,0.01,0.03,-0.02,0.01,0.01,-0.01
0.135,0.01,0.03,-0.02,0.01,0.01,-0.01
0.137,0.02,0.03,-0.01,0.01,0.01,-0.01
0.137,0.02,0.03,-0.01,0.01,0.01,-0.01
0.14,0.02,0.03,-0.01,0.01,0.01,-0.01
0.143,0.02,0.03,-0.01,0,0.01,-0.01
0.143,0.01,0.04,-0.01,0,0.01,-0.01
0.145,0.01,0.04,-0.01,0,0.01,-0.01
0.146,0.01,0.04,-0.01,0,0.01,-0.01
0.146,0.04,0.05,-0.03,0,0.01,-0.01
0.15,0.04,0.05,-0.03,0,0.01,-0.01
0.152,0.03,0.05,-0.1,0,0.01,-0.01
0.152,0.03,0.05,-0.1,0,0.01,-0.01
0.155,0.03,0.05,-0.1,0,0.01,-0.01
0.157,0.03,0.05,-0.1,0,0.01,-0.01
0.157,0.02,0.01,-0.01,0,0.01,-0.01
0.159,0.02,0.01,-0.01,0,0.01,-0.01
0.161,0.06,-0.01,0.19,0,0.01,-0.01
0.161,0.06,-0.01,0.19,0.01,0.01,-0.01
0.164,0.06,-0.01,0.19,0.01,0,-0.01
0.167,0.06,-0.01,0.19,0.01,0,-0.01
0.167,0.09,-0.03,0.19,0.01,0,-0.01
0.169,0.09,-0.03,0.19,0.01,0,-0.01
0.171,0.09,-0.03,0.19,0.02,0,-0.01
0.172,0.07,-0.01,0.05,0.02,0,-0.01
0.174,0.07,-0.01,0.05,0.02,0,-0.01
0.176,0.07,-0.01,0.05,0.01,0,-0.01
0.177,0.06,-0.02,-0.05,0.01,0,-0.01
0.179,0.06,-0.02,-0.05,0.01,0,-0.01
0.181,0.05,-0.03,-0.08,0.01,0,-0.01
0.182,0.05,-0.03,-0.08,0.01,0,-0.01
0.183,0.05,-0.03,-0.08,0.01,0.01,-0.01
0.186,0.05,-0.01,-0.12,0.01,0.01,-0.01
0.186,0.05,-0.01,-0.12,0.01,0,-0.01
0.189,0.05,-0.01,-0.12,0.01,0.01,-0.01
0.191,0.05,-0.01,-0.12,0.01,0,-0.01
0.191,0.03,-0.02,-0.09,0.01,0,-0.01
0.193,0.03,-0.02,-0.09,0,0,-0.01
0.196,0.04,-0.01,-0.07,0,0,-0.01
0.196,0.04,-0.01,-0.07,0,0,-0.01
0.198,0.04,-0.01,-0.07,0,0,0
0.201,0.04,0.01,-0.06,0,0,0
0.201,0.04,0.01,-0.06,0,0,0
0.203,0.04,0.01,-0.06,0,0,0
0.205,0.03,0.01,-0.05,0,0,0
0.206,0.03,0.01,-0.05,0,0,0
0.208,0.03,0.01,-0.05,0,0,0
0.21,0.04,0.03,0.01,0,0,0
0.21,0.04,0.03,0.01,0,0,-0.01
0.213,0.04,0.03,0.01,0,0,0
0.215,0.04,0.03,0.01,0,0,0
0.215,0.06,0.01,0.03,0,0,0
0.218,0.06,0.01,0.03,0,0.01,0
0.22,0.06,0.01,0.03,0,0.01,0
0.22,0.05,-0.01,0.04,0,0.01,0
0.223,0.05,-0.01,0.04,0,0.01,0
0.226,0.03,-0.01,0.05,0,0.01,0
0.226,0.03,-0.01,0.05,0,0.01,0
0.227,0.03,-0.01,0.05,0,0.01,0
0.23,0.05,0,0.04,0,0.01,0
0.23,0.05,0,0.04,0,0.01,0
0.232,0.05,0,0.04,0,0.01,0
0.248,0.04,-0.02,0.02,0,0.01,0
0.249,0.04,-0.02,0.02,0.01,0.01,0
0.249,0.04,-0.02,0.02,0.01,0.01,0
0.249,0.05,-0.02,0.02,0.01,0.01,0
0.25,0.05,-0.02,0.02,0.01,0.02,0
0.25,0.05,-0.02,0.02,0.01,0.02,0
0.25,0.05,-0.02,0.02,0.01,0.01,0
0.251,0.05,-0.02,0.03,0.01,0.01,0
0.251,0.05,-0.02,0.03,0.01,0.02,0
0.251,0.06,-0.02,0.03,0.01,0.02,0
0.252,0.06,-0.02,0.03,0.01,0.02,0
0.252,0.06,-0.02,0.03,0.01,0.02,0
0.258,0.04,-0.04,0.03,0.01,0.02,0
