time,ax,ay,az,wx,wy,wz
0,0.02,0.01,-0.03,0,0,-0.01
0,0.02,0.01,-0.03,0,0,-0.01
0.003,0.02,0.01,-0.03,0,0.01,-0.01
0.005,0.02,0.01,-0.03,0,0.01,-0.01
0.005,0.01,0,-0.03,0,0.01,-0.01
0.007,0.01,0,-0.03,0,0,-0.01
0.01,0.02,-0.01,-0.05,0,0,-0.01
0.01,0.02,-0.01,-0.05,-0.01,0.01,-0.01
0.013,0.02,-0.01,-0.05,-0.01,0.01,-0.01
0.015,0.02,-0.01,-0.05,-0.01,0.01,-0.01
0.015,0.03,0,-0.04,-0.01,0.01,-0.01
0.017,0.03,0,-0.04,-0.01,0.01,-0.01
0.019,0.03,0,-0.04,-0.01,0.01,-0.01
0.02,0.03,0,-0.04,-0.01,0.01,-0.01
0.022,0.03,0,-0.04,-0.01,0.01,-0.01
0.024,0.03,0,-0.04,-0.01,0.01,-0.01
0.025,0.03,0,0,-0.01,0.01,-0.01
0.027,0.03,0,0,-0.01,0.01,-0.01
0.029,0.01,-0.01,-0.02,-0.01,0.01,-0.01
0.03,0.01,-0.01,-0.02,-0.01,0.01,-0.01
0.032,0.01,-0.01,-0.02,-0.01,0.01,-0.02
0.034,0.02,-0.01,-0.01,-0.01,0.01,-0.02
0.034,0.02,-0.01,-0.01,-0.01,0.01,-0.01
0.055,0.02,-0.01,-0.01,-0.01,0.01,-0.01
0.055,0.02,0,-0.01,-0.01,0.01,-0.01
0.055,0.02,0,-0.01,-0.01,0.01,-0.02
0.056,0.02,0,-0.01,-0.01,0.01,-0.01
0.056,0.02,0.01,-0.01,-0.01,0.01,-0.01
0.056,0.02,0.01,-0.01,-0.01,0.01,-0.02
0.056,0.02,0.01,-0.01,-0.01,0.01,-0.01
0.057,0.01,0.01,0,-0.01,0.01,-0.01
0.057,0.01,0.01,0,-0.01,0.01,-0.01
0.057,0.01,0.01,0,-0.01,0.01,-0.01
0.057,0.01,0.01,0,-0.01,0.01,-0.02
0.058,0.01,0.01,0,-0.01,0.01,-0.02
0.058,0.01,0.01,0,-0.01,0.01,-0.01
