time,ax,ay,az,wx,wy,wz
0.002,0.01,0.02,-0.05,0.01,0.02,0
0.003,0,-0.01,-0.03,0.01,0.02,0
0.004,0,-0.01,-0.03,0,0.02,0
0.008,0.01,0.01,-0.02,0,0.02,0
0.008,0.01,0.01,-0.02,0,0.02,0
0.01,0.01,0.01,-0.02,0,0.02,0
0.012,0.02,0.02,-0.04,0,0.02,0
0.012,0.02,0.02,-0.04,0,0.02,0
0.013,0.02,0.02,-0.04,0,0.02,0
0.016,0.01,0.01,-0.04,0,0.02,0
0.016,0.01,0.01,-0.04,0,0.02,0
0.019,0.01,0.01,-0.04,0,0.03,0
0.021,0.01,0.01,-0.04,0,0.03,0
0.022,0.01,0.01,-0.02,0,0.03,0
0.023,0.01,0.01,-0.02,0,0.02,0
0.026,0.02,0.01,-0.02,0,0.02,0
0.027,0.02,0.01,-0.02,0,0.03,0
0.028,0.02,0.01,-0.02,0,0.02,0
0.031,0.03,0.01,-0.02,0,0.02,0
0.031,0.03,0.01,-0.02,0,0.02,0.01
0.034,0.03,0.01,-0.02,0,0.03,0
0.039,0.06,0,-0.02,0,0.03,0
0.04,0.06,0,-0.02,0,0.03,0
0.04,0.06,0,-0.02,0,0.03,0
0.042,0.06,0,-0.02,0,0.03,0
0.043,0.04,0,-0.02,0,0.03,0
0.043,0.04,0,-0.02,0,0.03,0
0.046,0.04,0,-0.02,0,0.03,0
0.046,0.06,0,-0.02,0,0.03,0
0.048,0.06,0,-0.02,0,0.03,0
0.05,0.06,0,-0.02,0.01,0.03,0
0.05,0.05,0,-0.02,0.01,0.03,0
0.053,0.05,0,-0.02,0,0.03,0
0.055,0.05,0,-0.02,0,0.03,0
0.055,0.03,0,-0.04,0,0.03,0
0.058,0.03,0,-0.04,0.01,0.03,0
0.06,0.04,-0.01,-0.05,0.01,0.03,0
0.06,0.04,-0.01,-0.05,0,0.03,0
0.062,0.04,-0.01,-0.05,0,0.03,0
0.066,0.04,-0.01,-0.05,0,0.03,0
0.066,0.05,0,-0.02,0,0.03,0
0.068,0.05,0,-0.02,0,0.03,0
0.071,0.04,-0.01,-0.03,0,0.03,0
0.071,0.04,-0.01,-0.03,0,0.03,0
0.073,0.04,-0.01,-0.03,0.01,0.03,0
0.075,0.02,0,-0.01,0.01,0.03,0
0.075,0.02,0,-0.01,0,0.03,0
0.077,0.02,0,-0.01,0,0.03,0
0.08,0.02,0.01,-0.01,0,0.03,0
0.08,0.02,0.01,-0.01,0,0.03,0
