time,ax,ay,az,wx,wy,wz
0.01,0.02,0.02,-0.03,0,0.01,0
0.01,0.02,0.02,-0.03,0,0.01,0
0.01,0.05,0.02,-0.03,0,0.01,0
0.011,0.05,0.02,-0.03,0,0.01,0
0.011,0.05,0.02,-0.02,0,0.01,0
0.011,0.05,0.02,-0.02,0,0.01,0
0.011,0.05,0.02,-0.02,0,0.01,0
0.012,0.05,0.03,-0.01,0,0.01,0
0.012,0.05,0.03,-0.01,0,0.01,0
0.012,0.05,0.03,-0.01,0,0.01,0
0.012,0.06,0.02,-0.01,0,0.01,0
0.013,0.06,0.02,-0.01,0,0.01,0
0.013,0.06,0.02,-0.01,0,0.01,0
0.013,0.05,0,-0.02,0,0.01,0
0.014,0.05,0,-0.02,0,0.01,0
0.014,0.05,0,-0.02,0,0,0
0.017,0.05,0,-0.02,0,0,0
0.018,0.05,0,-0.02,0,0,0
0.018,0.05,0,-0.02,0,0,0
0.02,0.04,0.01,-0.02,0,0,0
0.02,0.04,0.01,-0.02,0,0,0
0.023,0.04,0.01,-0.02,0,0.01,0
0.032,0.04,0.01,-0.02,0,0.01,0
0.032,0.05,0.01,-0.01,0,0.01,0
0.032,0.05,0.01,-0.01,0,0,0
0.033,0.05,0.01,-0.01,0,0,0
0.033,0.06,0.01,0,0,0,0
0.033,0.06,0.01,0,0,0,0
0.035,0.04,-0.01,0,0,0,0
0.035,0.04,-0.01,0,0,0.01,0
0.037,0.04,-0.01,0,0,0.01,0
0.04,0.02,0,0.01,0,0.01,0
0.041,0.02,0,0.01,0,0,0
0.042,0.02,0,0.01,0,0.01,0
0.045,0.03,0,-0.01,0,0.01,0
0.045,0.03,0,-0.01,0,0.01,0
0.049,0.03,0,-0.01,0,0.01,0
0.051,0,-0.01,0,0,0.01,0
0.052,0,-0.01,0,0,0.01,0
0.052,0,-0.01,0,0,0.01,0
0.056,0.01,0.01,0.01,0,0.01,0
0.056,0.01,0.01,0.01,0,0.01,0
0.058,0.01,0.01,0.01,0,0,0
0.06,0,0,0.03,0,0,0
0.061,0,0,0.03,0,0.01,-0.01
0.063,0,0,0.03,0.01,0,0
0.066,0,0,0.03,0.01,0,0
0.066,0.01,-0.03,0.05,0.01,0,0
0.066,0.01,-0.03,0.05,0.01,0,0
0.07,0.02,-0.01,0.07,0.01,0,0
0.07,0.02,-0.01,0.07,0.01,0,-0.01
0.072,0.02,-0.01,0.07,0.01,0,-0.01
0.075,0.03,-0.01,0.06,0.01,0,-0.01
0.075,0.03,-0.01,0.06,0.01,0,-0.01
0.077,0.03,-0.01,0.06,0.01,0,0
0.08,0.03,-0.01,0.05,0.01,0,0
0.08,0.03,-0.01,0.05,0.01,0,-0.01
0.082,0.03,-0.01,0.05,0.01,0,-0.01
0.084,0.03,-0.01,0.05,0.01,0.01,-0.01
0.084,0.03,0.01,0,0.01,0.01,-0.01
0.087,0.03,0.01,0,0.01,0,-0.01
0.089,0.01,0.02,-0.1,0.01,0,-0.01
0.09,0.01,0.02,-0.1,0,0,-0.01
0.091,0.01,0.02,-0.1,0,0,0
0.094,-0.01,0.02,-0.13,0,0,0
