time,ax,ay,az,wx,wy,wz
0.002,0.04,0,-0.05,0,0.01,-0.01
0.002,0.02,-0.01,-0.05,0,0.01,-0.01
0.003,0.02,-0.01,-0.05,0,0.01,-0.01
0.006,0.02,-0.01,-0.05,0,0.01,-0.01
0.007,0.01,-0.01,-0.05,0,0.01,-0.01
0.008,0.01,-0.01,-0.05,0,0.01,-0.01
0.011,0.01,-0.01,-0.05,0,0.01,-0.01
0.011,0.01,-0.01,-0.06,0,0.01,-0.01
0.013,0.01,-0.01,-0.06,0,0.01,-0.01
0.016,0.01,-0.01,-0.06,0,0,-0.01
0.016,0,-0.01,-0.07,0,0,-0.01
0.018,0,-0.01,-0.07,0,0,-0.01
0.021,0,-0.01,-0.07,0,0,-0.01
0.021,-0.01,0,-0.05,0,0,-0.01
0.025,-0.01,0,-0.05,0,0,-0.01
0.025,-0.01,0,-0.05,0,0,-0.01
0.026,-0.04,0,-0.05,0,0,-0.01
0.028,-0.04,0,-0.05,0,0.01,-0.01
0.032,-0.02,0,-0.04,0,0.01,-0.01
0.032,-0.02,0,-0.04,0,0,-0.01
0.033,-0.02,0,-0.04,0,0,-0.01
0.036,-0.02,0,-0.04,0,0,-0.01
0.036,-0.02,-0.01,-0.05,0,0,-0.01
0.039,-0.02,-0.01,-0.05,0,0,-0.01
0.041,0,0,-0.06,0,0,-0.01
0.041,0,0,-0.06,0,0,-0.01
0.043,0,0,-0.06,0,0,-0.01
0.052,0.02,0,-0.06,0,0,-0.01
0.054,0.02,0,-0.06,0,0,-0.01
0.09,0.02,0,-0.06,0,0,0
0.091,0.02,0,-0.06,0,0,-0.01
0.091,0.01,0.01,-0.05,0,0,-0.01
0.091,0.01,0.01,-0.05,0,0.01,-0.01
0.092,0.02,0.04,-0.04,0,0.01,-0.01
0.092,0.02,0.04,-0.04,0,0.01,-0.01
0.093,0.02,0.04,-0.04,0,0.01,-0.01
0.093,0.02,0.04,-0.04,0,0.01,-0.01
0.094,0.03,0.04,-0.04,0,0.01,-0.01
0.094,0.03,0.04,-0.04,0,0.01,-0.01
0.095,0.03,0.04,-0.04,0,0.01,-0.01
0.095,0.04,0.05,-0.05,0,0.01,-0.01
0.095,0.04,0.05,-0.05,0,0.01,-0.01
0.096,0.04,0.05,-0.05,0,0.01,-0.01
0.096,0.05,0.03,-0.04,0,0.01,-0.01
0.097,0.05,0.03,-0.04,0,0.01,-0.01
0.097,0.06,0.04,-0.04,0,0.01,-0.01
0.097,0.06,0.04,-0.04,0,0.01,-0.01
0.098,0.06,0.04,-0.04,0,0.01,-0.01
0.098,0.06,0.04,-0.04,0,0.01,-0.01
0.099,0.04,0.07,-0.02,0,0.01,-0.01
0.099,0.04,0.07,-0.02,0,0.01,-0.01
0.1,0.04,0.07,-0.02,0,0.01,-0.01
0.1,0.06,0.04,-0.03,0,0.01,-0.01
0.1,0.06,0.04,-0.03,-0.01,0.01,-0.01
0.101,0.05,0.07,0,-0.01,0.01,-0.01
0.101,0.05,0.07,0,-0.01,0.01,-0.01
0.102,0.05,0.07,0,0,0.01,-0.01
0.102,0.03,0.06,-0.02,0,0.01,-0.01
0.102,0.03,0.06,-0.02,-0.01,0.01,-0.01
0.103,0.03,0.06,-0.02,-0.01,0.01,-0.01
0.103,0.03,0.06,-0.02,-0.01,0.01,-0.01
0.104,0.02,0.06,-0.02,-0.01,0.01,-0.01
0.104,0.02,0.06,-0.02,-0.01,0.01,-0.01
0.104,0.02,0.06,-0.02,-0.01,0.01,-0.01
0.104,0.02,0.08,-0.04,-0.01,0.01,-0.01
0.108,0.02,0.08,-0.04,-0.01,0.01,-0.01
0.109,0.02,0.06,-0.05,-0.01,0.01,-0.01
0.11,0.02,0.06,-0.05,-0.01,0.01,-0.01
0.111,0.02,0.06,-0.05,-0.01,0.01,-0.01
0.113,0.02,0.06,-0.05,-0.01,0.01,-0.01
0.113,0.03,0.05,-0.08,-0.01,0.01,-0.01
0.116,0.03,0.05,-0.08,-0.01,0.01,-0.01
0.118,0.03,0.05,-0.08,-0.01,0.01,-0.01
0.118,0.03,0.07,-0.12,-0.01,0.01,-0.01
0.122,0.03,0.07,-0.12,-0.01,0.01,-0.01
0.124,0.03,0.07,-0.12,-0.02,0.01,-0.01
0.124,0.02,0.05,-0.17,-0.02,0.01,-0.01
0.126,0.02,0.05,-0.17,-0.01,0,-0.01
0.128,0.03,-0.02,0.05,-0.01,0,-0.01
0.128,0.03,-0.02,0.05,-0.01,0,-0.01
0.13,0.03,-0.02,0.05,-0.01,0,-0.01
0.134,0.03,-0.02,0.05,0,0,-0.01
0.134,0.05,-0.04,0.19,0,0,-0.01
0.135,0.05,-0.04,0.19,0,0,-0.01
0.138,0.05,-0.03,0.06,0,0,-0.01
0.138,0.05,-0.03,0.06,0,0,-0.01
0.14,0.05,-0.03,0.06,0,0,-0.01
0.142,0.05,-0.03,0.06,0,0,0
0.143,0.03,-0.03,-0.05,0,0,0
0.146,0.03,-0.03,-0.05,-0.01,0,0
0.148,0.03,-0.01,-0.13,-0.01,0,0
0.148,0.03,-0.01,-0.13,-0.01,0,0
0.15,0.03,-0.01,-0.13,-0.01,0,0
0.153,0.01,-0.02,-0.15,-0.01,0,0
0.153,0.01,-0.02,-0.15,-0.01,0,0
0.155,0.01,-0.02,-0.15,-0.01,0.01,-0.01
0.157,0.01,-0.02,-0.15,-0.01,0.01,-0.01
0.157,0,-0.02,-0.12,-0.01,0.01,-0.01
0.16,0,-0.02,-0.12,-0.01,0.01,-0.01
0.167,0.03,-0.02,-0.11,-0.01,0.01,-0.01
0.167,0.03,-0.02,-0.11,-0.01,0,0
0.168,0.03,-0.02,-0.11,-0.01,0,0
0.168,0.05,0.01,-0.09,-0.01,0,0
0.168,0.05,0.01,-0.09,-0.01,0,0
0.17,0.05,0.01,-0.09,-0.01,0,0
0.173,0.06,0,-0.07,-0.01,0,0
0.173,0.06,0,-0.07,-0.02,0,0
0.175,0.06,0,-0.07,-0.02,0,-0.01
0.177,0.04,0.03,-0.08,-0.02,0,-0.01
0.177,0.04,0.03,-0.08,-0.02,0,-0.01
0.18,0.04,0.03,-0.08,-0.02,0,0
0.182,0.04,0.01,-0.06,-0.02,0,0
0.183,0.04,0.01,-0.06,-0.02,0,0
0.185,0.04,0.01,-0.06,-0.02,0,0
0.187,0.02,-0.02,-0.04,-0.02,0,0
0.187,0.02,-0.02,-0.04,-0.02,0,0
0.189,0.02,-0.02,-0.04,-0.02,0.01,0
0.191,0,-0.01,-0.02,-0.02,0.01,0
0.191,0,-0.01,-0.02,-0.02,0.01,0
0.193,0,-0.01,-0.02,-0.02,0.01,0
0.197,0.02,0.02,-0.02,-0.02,0.01,0
0.197,0.02,0.02,-0.02,-0.02,0.01,0
0.199,0.02,0.02,-0.02,-0.02,0.01,0
0.201,0.02,0.02,-0.02,-0.02,0.01,0
0.201,0.04,0.03,0,-0.02,0.01,0
0.204,0.04,0.03,0,-0.02,0.01,0
0.207,0.06,0.01,0.02,-0.02,0.01,0
0.207,0.06,0.01,0.02,-0.02,0.01,0
0.209,0.06,0.01,0.02,-0.02,0.01,0
0.231,0.06,0.01,0.02,-0.02,0.01,0
0.232,0.07,0,0.02,-0.02,0.01,0
0.232,0.07,0,0.02,-0.01,0.01,0
0.232,0.06,0.01,0.02,-0.01,0.01,0
0.232,0.06,0.01,0.02,-0.01,0.01,0
0.233,0.06,0.01,0.02,-0.01,0.01,0
0.233,0.05,0,0.04,-0.01,0.01,0
0.233,0.05,0,0.04,-0.01,0.01,0
0.234,0.05,0,0.04,-0.01,0.01,0
0.234,0.05,0,0.04,-0.01,0.01,0
0.234,0.06,0.01,0.03,-0.01,0.01,0
0.234,0.06,0.01,0.03,-0.01,0.01,0
0.234,0.02,0.02,0.02,-0.01,0.01,0
0.235,0.02,0.02,0.02,-0.01,0.01,0
0.235,0.02,0.02,0.02,-0.01,0.01,-0.01
0.236,0.02,0.02,0.02,-0.01,0.01,-0.01
0.238,0.01,0.04,0,-0.01,0.01,-0.01
0.238,0.01,0.04,0,-0.01,0.01,-0.01
0.241,0.01,0.06,-0.02,-0.01,0.01,-0.01
0.241,0.01,0.06,-0.02,-0.01,0.01,-0.01
0.242,0.01,0.06,-0.02,-0.01,0.01,-0.01
0.246,0.01,0.06,-0.02,-0.01,0.01,-0.01
0.247,-0.02,0.05,-0.03,-0.01,0.01,-0.01
0.247,-0.02,0.05,-0.03,-0.01,0.01,-0.01
0.251,0,0.04,-0.06,-0.01,0.01,-0.01
0.251,0,0.04,-0.06,-0.01,0,0
0.253,0,0.04,-0.06,-0.02,0.01,0
0.255,0,0.04,-0.06,-0.02,0.01,0
0.255,0.01,0.06,-0.02,-0.02,0.01,0
0.258,0.01,0.06,-0.02,-0.02,0.01,-0.01
0.261,0.01,0.04,-0.05,-0.02,0.01,-0.01
0.261,0.01,0.04,-0.05,-0.02,0.01,-0.01
0.262,0.01,0.04,-0.05,-0.02,0,0
0.266,0.01,0.04,-0.05,-0.02,0,0
0.267,0.01,0.03,-0.06,-0.02,0,0
0.267,0.01,0.03,-0.06,-0.02,-0.01,0
0.27,0.01,0.03,-0.06,-0.02,-0.01,0
0.27,0,0.09,-0.06,-0.02,-0.01,0
0.272,0,0.09,-0.06,-0.02,-0.01,0
0.275,0,0.09,-0.06,-0.02,-0.01,0
0.275,0.02,0.02,-0.02,-0.02,-0.01,0
0.278,0.02,0.02,-0.02,-0.02,-0.01,0
