time,ax,ay,az,wx,wy,wz
0.004,0.03,0,-0.04,0.01,0.01,0.01
0.004,0.03,0,-0.04,0,0.01,0.01
0.004,0.03,0,-0.04,0,0.01,0.01
0.004,0.03,0,-0.04,0,0.01,0.01
0.005,0.02,0.03,-0.05,0,0.01,0.01
0.005,0.02,0.03,-0.05,0.01,0.01,0.01
0.005,0.02,0.03,-0.03,0.01,0.01,0.01
0.005,0.02,0.03,-0.03,0,0.01,0.01
0.006,0.02,0.03,-0.03,0,0.01,0.01
0.006,0.03,0.03,-0.03,0,0.01,0.01
0.006,0.03,0.03,-0.03,0,0.01,0.01
0.006,0.03,0.03,-0.03,0,0.01,0.01
0.007,0.03,0.04,-0.04,0,0.01,0.01
0.007,0.03,0.04,-0.04,0,0.01,0.01
0.008,0.03,0.04,-0.04,0,0.01,0.01
0.01,0.03,0.03,-0.03,0,0.01,0.01
0.01,0.03,0.03,-0.03,0,0.01,0.01
0.013,0.03,0.03,-0.03,0,0.01,0.01
0.015,0.05,0.04,-0.02,0,0.01,0.01
0.015,0.05,0.04,-0.02,0,0.01,0.01
0.017,0.05,0.04,-0.02,0,0.01,0.01
0.021,0.05,0.04,-0.01,0,0.01,0.01
0.021,0.05,0.04,-0.01,0,0.01,0.01
0.023,0.05,0.04,-0.01,0,0.01,0.01
0.025,0.05,0.04,-0.01,0,0.01,0.01
0.025,0.05,0.04,-0.01,0,0.01,0.01
0.028,0.05,0.04,-0.01,0,0.01,0.01
0.031,0.01,0.04,-0.01,0,0.01,0.01
0.031,0.01,0.04,-0.01,-0.01,0.01,0.01
0.033,0.01,0.04,-0.01,-0.01,0.01,0.01
0.036,0.01,0.04,-0.01,-0.01,0.01,0.01
0.036,0,0.02,-0.01,-0.01,0.01,0.01
0.037,0,0.02,-0.01,-0.01,0.01,0.01
0.039,0.02,0.02,-0.01,-0.01,0.01,0.01
0.04,0.02,0.02,-0.01,-0.01,0.01,0.01
0.042,0.02,0.02,-0.01,-0.01,0.01,0.01
0.044,0.02,0.02,-0.01,-0.01,0.01,0.01
0.045,0.02,0.02,-0.01,-0.01,0.01,0.01
0.047,0.02,0.02,-0.01,-0.01,0.01,0.01
0.049,0.02,0.02,-0.01,-0.01,0.01,0.01
0.05,0.03,0.01,-0.02,-0.01,0.01,0.01
0.051,0.03,0.01,-0.02,-0.01,0.02,0.01
0.054,0.03,0.01,-0.02,-0.01,0.02,0.01
0.054,0.04,0.01,-0.01,-0.01,0.02,0.01
0.057,0.04,0.01,-0.01,-0.01,0.02,0.01
0.059,0.04,0.01,-0.01,-0.01,0.02,0.01
0.06,0.04,0.02,-0.02,-0.01,0.02,0.01
0.061,0.04,0.02,-0.02,-0.01,0.02,0.01
0.064,0.03,0,-0.02,-0.01,0.02,0.01
0.064,0.03,0,-0.02,-0.01,0.02,0.01
0.066,0.03,0,-0.02,-0.01,0.01,0.01
0.069,0.03,0,-0.02,-0.01,0.01,0.01
0.069,0.02,-0.02,-0.01,-0.01,0.01,0.01
0.077,0.02,-0.02,-0.01,-0.01,0.01,0.01
0.077,0.01,-0.03,-0.03,-0.01,0.01,0.01
0.077,0.01,-0.03,-0.03,-0.01,0.01,0.01
0.078,0.01,-0.03,-0.03,-0.01,0.01,0.01
0.078,0.01,-0.02,0,-0.01,0.01,0.01
0.079,0.01,-0.02,0,-0.01,0.01,0.01
0.081,0.01,-0.02,0,-0.01,0.01,0.01
0.083,0.02,-0.02,0.01,-0.01,0.01,0.01
0.084,0.02,-0.02,0.01,0,0.01,0.01
0.086,0.02,-0.02,0.01,0,0.01,0.01
0.089,0.02,-0.02,0.01,0,0.01,0.01
0.089,0.05,-0.03,0.03,0,0.01,0.01
0.091,0.05,-0.03,0.03,0,0.01,0.01
0.093,0.05,-0.03,0.03,0,0.01,0.01
0.093,0.06,-0.03,0.02,0,0.01,0.01
0.096,0.06,-0.03,0.02,0,0.01,0.01
0.098,0.04,-0.03,0,0,0.01,0.01
0.098,0.04,-0.03,0,0,0.01,0.01
0.1,0.04,-0.03,0,0,0.01,0.01
0.103,0.04,-0.03,0,0,0.01,0.01
0.103,0.04,-0.02,-0.01,0,0.01,0.01
0.106,0.04,-0.02,-0.01,0,0.01,0.01
0.109,0.03,0.01,-0.09,0,0.01,0.01
0.109,0.03,0.01,-0.09,0,0.01,0.01
0.11,0.03,0.01,-0.09,0,0.01,0.01
0.113,-0.01,0.02,-0.16,0,0.01,0.01
0.113,-0.01,0.02,-0.16,0,0.01,0.01
0.116,-0.01,0.02,-0.16,0,0.01,0.01
0.118,-0.01,0.02,-0.16,-0.01,0.01,0.01
0.118,0,0.02,-0.13,-0.01,0.01,0.01
0.12,0,0.02,-0.13,0,0.01,0.01
0.122,0.01,0.03,-0.06,0,0.01,0.01
0.124,0.01,0.03,-0.06,-0.01,0.02,0.01
0.125,0.01,0.03,-0.06,0,0.02,0.01
0.128,0.03,0.02,0,0,0.02,0.01
0.128,0.03,0.02,0,0,0.02,0.01
0.13,0.03,0.02,0,0,0.02,0.01
0.133,0.07,0.02,0.03,0,0.02,0.01
0.134,0.07,0.02,0.03,0,0.01,0.01
0.136,0.07,0.02,0.03,0,0.01,0.01
0.139,0.07,0,0.05,0,0.01,0.01
0.141,0.07,0,0.05,0,0.01,0.01
0.142,0.07,0,0.05,0.01,0.01,0.01
0.142,0.07,0,0.05,0.01,0.01,0.01
0.143,0.07,-0.02,0.02,0.01,0.01,0.01
0.145,0.07,-0.02,0.02,0.01,0.01,0.01
0.147,0.07,0,-0.09,0.01,0.01,0.01
0.182,0.07,0,-0.09,0,0.01,0.01
0.182,0.07,0,-0.09,0,0.01,0.01
0.183,0.04,0.02,-0.16,0,0.01,0.01
0.183,0.04,0.02,-0.16,0,0.02,0
0.184,0.04,0.02,-0.16,0,0.02,0.01
0.184,0,0.01,-0.15,0,0.02,0.01
0.184,0,0.01,-0.15,0,0.01,0.01
0.185,0,0.01,-0.15,0,0.01,0.01
0.185,0.01,0.01,-0.05,0,0.01,0.01
0.185,0.01,0.01,-0.05,0,0.01,0.01
0.185,0.01,0.01,-0.05,0,0.02,0.01
0.186,0.02,0.01,-0.01,0,0.02,0.01
0.186,0.02,0.01,-0.01,0,0.01,0.01
0.186,0.02,0.01,-0.01,0,0.01,0.01
0.187,0.02,0.01,-0.03,0,0.01,0.01
