time,ax,ay,az,wx,wy,wz
0.005,0.07,-0.07,0,0.01,0.03,-0.02
0.005,0.07,-0.07,0,0.01,0.03,-0.02
0.006,0.06,-0.08,-0.02,0.01,0.03,-0.02
0.006,0.06,-0.08,-0.02,0.01,0.03,-0.02
0.006,0.04,-0.1,-0.03,0.01,0.03,-0.02
0.007,0.04,-0.1,-0.03,0.01,0.03,-0.02
0.007,0.04,-0.1,-0.03,0.01,0.03,-0.02
0.007,0.04,-0.1,-0.03,0.01,0.03,-0.02
0.007,0.01,-0.09,-0.03,0.01,0.03,-0.02
0.008,0.01,-0.09,-0.03,0.02,0.03,-0.02
0.008,-0.01,-0.08,-0.05,0.02,0.03,-0.02
0.008,-0.01,-0.08,-0.05,0.01,0.03,-0.02
0.008,-0.01,-0.08,-0.05,0.01,0.03,-0.02
0.009,-0.03,-0.09,-0.04,0.01,0.03,-0.02
0.009,-0.03,-0.09,-0.04,0.01,0.03,-0.02
0.009,-0.03,-0.09,-0.04,0.02,0.02,-0.02
0.009,-0.03,-0.09,-0.04,0.01,0.03,-0.02
0.01,-0.04,-0.09,-0.03,0.01,0.03,-0.02
0.01,-0.04,-0.09,-0.03,0.01,0.03,-0.02
0.01,-0.04,-0.08,-0.03,0.01,0.03,-0.02
0.01,-0.04,-0.08,-0.03,0.01,0.03,-0.01
0.011,-0.04,-0.08,-0.03,0.02,0.03,-0.01
0.013,-0.05,-0.05,-0.02,0.02,0.03,-0.01
0.014,-0.05,-0.05,-0.02,0.01,0.02,-0.01
0.016,-0.05,-0.05,-0.02,0.01,0.02,-0.01
0.017,-0.02,-0.04,-0.01,0.01,0.02,-0.01
0.017,-0.02,-0.04,-0.01,0.02,0.02,-0.01
0.02,-0.02,-0.04,-0.01,0.02,0.02,-0.01
0.023,-0.02,-0.02,0.02,0.02,0.02,-0.01
0.023,-0.02,-0.02,0.02,0.01,0.02,-0.01
0.025,-0.02,-0.02,0.02,0.02,0.02,0
0.029,0,-0.01,0.03,0.02,0.02,0
0.029,0,-0.01,0.03,0.02,0.02,0
0.031,0,-0.01,0.03,0.02,0.02,0
0.033,0.01,-0.03,0.04,0.02,0.02,0
0.034,0.01,-0.03,0.04,0.02,0.01,0
0.036,0.01,-0.03,0.04,0.02,0.01,0
0.038,0.06,0.02,0.07,0.02,0.01,0
0.039,0.06,0.02,0.07,0.02,0.02,0
0.041,0.06,0.02,0.07,0.02,0.01,0
0.042,0.04,-0.01,0.04,0.02,0.01,0
0.042,0.04,-0.01,0.04,0.02,0.01,0
0.046,0.04,-0.01,0.04,0.02,0.02,0
0.047,0.09,-0.01,0.04,0.02,0.02,0
0.048,0.09,-0.01,0.04,0.02,0.01,0
0.049,0.09,-0.01,0.04,0.02,0.02,0
0.052,0.09,-0.01,0.04,0.03,0.02,0
0.052,0.07,0.02,0.1,0.03,0.02,0
0.054,0.07,0.02,0.1,0.03,0.01,0
0.057,0,-0.05,0.05,0.03,0.01,0
0.057,0,-0.05,0.05,0.03,0.02,0
0.059,0,-0.05,0.05,0.03,0.02,0
0.065,0,-0.05,0.05,0.03,0.02,0
0.065,0.03,-0.04,0.02,0.03,0.02,0
0.065,0.03,-0.04,0.02,0.03,0.02,0
0.067,0.04,0,0.05,0.03,0.02,0
0.069,0.04,0,0.05,0.03,0.02,0
0.07,0.04,0,0.05,0.03,0.02,0
0.071,0.03,-0.01,0.04,0.03,0.02,0
0.071,0.03,-0.01,0.04,0.03,0.02,0
0.074,0.03,-0.01,0.04,0.03,0.02,0
0.076,0.03,-0.01,0.04,0.03,0.02,0
0.076,0.04,-0.01,0.04,0.03,0.02,0
0.078,0.04,-0.01,0.04,0.03,0.02,0
0.082,0.04,-0.01,0.04,0.03,0.02,0
0.082,0.01,-0.03,0.06,0.03,0.02,0
0.084,0.01,-0.03,0.06,0.03,0.02,-0.01
0.086,0.01,-0.03,0.06,0.03,0.02,-0.01
0.086,0,-0.02,0.06,0.03,0.02,-0.01
0.088,0,-0.02,0.06,0.03,0.02,-0.01
0.091,-0.01,-0.04,0.07,0.03,0.02,-0.01
0.091,-0.01,-0.04,0.07,0.03,0.02,-0.01
0.093,-0.01,-0.04,0.07,0.03,0.02,-0.01
