@ HyperIMU - ianovir
@ Date:Sun Jul 19 20:41:58 GMT+08:00 2020, Sampling Rate:100ms

timestamp,LSM6DSM_Gyroscope.x,LSM6DSM_Gyroscope.y,LSM6DSM_Gyroscope.z,Linear_Acceleration.x,Linear_Acceleration.y,Linear_Acceleration.z
1595162518783,0.0,0.0,0.0,0.0,0.0,0.0
1595162518886,-0.022842407,0.024795532,0.017227173,-0.07581103,-0.013989449,-0.029026352
1595162518985,-0.044830322,0.054107666,0.078308105,0.11254281,0.25897408,0.021956287
1595162519088,-0.22198486,0.24836731,0.14549255,-0.27041447,0.027479172,-0.13274261
1595162519187,-0.29162598,0.5806732,0.18336487,-0.4336444,0.07358742,-0.32517123
1595162519287,-0.40278625,0.7834778,0.042877197,-0.7590443,0.6334219,-0.33852834
1595162519388,-1.2604523,0.52815247,-0.06341553,0.41037208,-1.1157408,-0.9381362
1595162519489,-2.2268372,0.6625366,0.026992798,1.9077864,-1.4341412,-1.0721223
1595162519590,-2.1608734,1.1084747,-0.14772034,0.5716679,-1.9214077,-2.441276
1595162519691,-2.6043396,1.1451263,-0.010879517,1.3265526,-0.87555647,-2.465075
1595162519793,-2.2268372,1.2807312,0.089279175,0.48150802,-1.5752425,-2.0281782
1595162519890,-2.3526764,1.3234863,-0.3163147,-1.9349365,-0.7085304,-0.43127728
1595162519991,-1.5768738,0.68330383,-0.1538086,-3.3401647,-2.555492,1.3211222
1595162520095,-1.0869598,0.35098267,-0.23323059,-2.434314,-2.2716131,2.2449837
1595162520194,-0.48220825,0.07733154,-0.2857666,-5.2163463,-3.703009,5.429514
1595162520294,0.21170044,-0.46266174,-0.078063965,-1.5097561,-1.5969785,4.318407
1595162520395,0.6478729,-0.49931335,0.29208374,-0.46170998,-1.2801539,1.3053942
1595162520496,1.1060181,-0.51519775,0.6366272,0.236022,-1.2899058,-1.2829952
1595162520597,1.2367401,-0.79374695,0.2884369,-0.725199,-0.2892679,-1.7300854
1595162520698,1.1878815,-0.9085846,0.005004883,-1.9762845,-0.78620255,-2.548788
1595162520799,0.77371216,-1.4779053,-0.15136719,1.754064,0.8587568,-2.501523
1595162520898,0.05899048,-0.3148346,0.04899597,2.0057707,1.0615919,-2.2871866
1595162520998,-0.6214752,0.6772003,0.25054932,1.8567334,0.009968281,-3.7393522
1595162521099,-1.5035706,1.2257538,0.25178528,1.7878791,0.071248055,-2.8575506
1595162521200,-1.5768738,1.4444427,-0.11227417,-0.608876,-1.1474993,-2.10361
1595162521302,-1.3667297,0.65641785,-0.31141663,-1.9358077,-1.33468,-0.07609081
1595162521403,-0.81941223,0.37786865,-0.5227814,-2.299202,-0.4325025,1.8616152
1595162521504,-0.37957764,0.44262695,-0.5606537,-1.8665266,-1.300045,2.504239
1595162521605,0.077316284,-0.082717896,-0.37005615,-1.4690986,-2.01003,3.2619238
1595162521706,0.5806732,0.06878662,0.015991211,-0.35467863,-1.3735974,2.9551315
1595162521807,1.022934,-0.50419617,0.08807373,-0.37077522,-1.0841777,1.0050468
1595162521906,1.3527985,-0.77053833,0.27867126,0.56023455,-0.31061757,-0.5159111
1595162522006,1.0632629,-0.8768158,0.49980164,0.12562656,-0.09833683,-0.6193428
1595162522107,1.0852509,-0.42967224,0.3592987,-1.9111146,0.36527622,-2.0039358
1595162522211,0.62098694,-0.21586609,-0.037750244,0.2154423,1.0703909,-1.9359083
1595162522310,0.26791382,-0.6483612,-0.13916016,-2.3102753,0.3669343,-2.9296675
1595162522410,-0.39790344,-0.75709534,-0.24055481,1.2823684,0.48664737,-1.3124208
1595162522511,-0.70578,0.50616455,0.1931305,1.937764,0.5090158,-1.9141617
1595162522613,-1.0417633,1.168335,0.41670227,1.5040181,0.34129858,-2.5278625
1595162522714,-1.3093109,1.154892,0.2566681,1.3689003,-0.084398,-2.0459375
1595162522815,-1.3752899,0.76882935,0.1955719,-0.23961186,-1.0402665,-0.35650444
1595162522913,-1.1358337,0.48294067,-0.3187561,-1.4639649,-0.9280194,1.439084
1595162523014,-0.5860596,0.34121704,-0.32852173,-1.2365122,-1.369216,2.2388887
1595162523115,0.012588501,-8.544922E-4,-0.31385803,-0.9056401,-1.889921,4.110717
1595162523216,0.5489044,0.0076904297,-0.051193237,-0.4763286,-1.9722254,3.3210201
1595162523316,1.0681458,-0.44921875,0.106399536,-0.34232926,-1.3854396,0.6997099
1595162523417,1.3955688,-0.8083954,0.23345947,0.5310333,-1.1914572,0.20778465
1595162523518,1.6460266,-0.6996765,0.25543213,-0.34593058,-0.19696194,-1.37012
1595162523620,1.0864716,-0.614151,0.24078369,-0.77218807,1.4507444,-2.0817108
1595162523720,0.39009094,-0.35881042,-0.019424438,-1.1352509,1.9588459,-1.9615431
1595162523821,0.037017822,-0.48831177,-0.1745758,-1.4022516,0.5186987,-2.11372
