
time,ax,ay,az,wx,wy,wz,
0.001,-0.17,0.14,0.00,-0.02,-0.04,-0.02,
0.002,-0.17,0.14,0.00,-0.02,-0.04,-0.02,
0.002,-0.15,0.11,0.02,-0.02,-0.04,-0.02,
0.002,-0.15,0.11,0.02,-0.02,-0.04,-0.02,
0.005,-0.15,0.11,0.02,-0.02,-0.03,-0.02,
0.006,-0.09,0.05,0.01,-0.02,-0.03,-0.02,
0.006,-0.09,0.05,0.01,-0.02,-0.03,-0.02,
0.009,-0.05,-0.01,0.02,-0.02,-0.03,-0.02,
0.009,-0.05,-0.01,0.02,-0.02,-0.03,-0.02,
0.011,-0.05,-0.01,0.02,-0.02,-0.03,-0.02,
0.013,-0.04,-0.08,0.05,-0.02,-0.03,-0.02,
0.013,-0.04,-0.08,0.05,-0.02,-0.03,-0.02,
0.016,-0.04,-0.08,0.05,-0.02,-0.03,-0.02,
0.019,-0.03,-0.11,0.05,-0.02,-0.03,-0.02,
0.02,-0.03,-0.11,0.05,-0.02,-0.03,-0.01,
0.02,-0.03,-0.11,0.05,-0.02,-0.03,-0.01,
0.023,-0.04,-0.08,0.05,-0.02,-0.03,-0.01,
0.024,-0.04,-0.08,0.05,-0.02,-0.03,-0.01,
0.026,-0.04,-0.08,0.05,-0.01,-0.02,-0.02,
0.028,-0.04,-0.08,0.05,-0.01,-0.02,-0.01,
0.028,-0.02,-0.05,0.04,-0.01,-0.02,-0.01,
0.03,-0.02,-0.05,0.04,-0.01,-0.02,-0.01,
0.032,-0.04,-0.01,0.02,-0.01,-0.02,-0.01,
0.033,-0.04,-0.01,0.02,-0.01,-0.02,-0.01,
0.035,-0.04,-0.01,0.02,-0.01,-0.02,-0.01,
0.039,-0.03,0.11,-0.03,-0.01,-0.02,-0.01,
0.039,-0.03,0.11,-0.03,-0.01,-0.02,-0.01,
0.041,-0.03,0.11,-0.03,-0.01,-0.02,-0.00,
0.051,-0.05,0.28,-0.07,-0.01,-0.02,-0.00,
0.051,-0.05,0.28,-0.07,-0.01,-0.01,0.00,
0.052,-0.05,0.28,-0.07,-0.01,-0.01,0.00,
0.052,0.04,0.18,-0.08,-0.01,-0.01,0.00,
0.052,0.04,0.18,-0.08,-0.01,-0.02,0.00,
0.052,0.04,0.18,-0.08,-0.01,-0.01,-0.00,
0.054,0.08,0.05,-0.05,-0.01,-0.01,-0.00,
0.054,0.08,0.05,-0.05,-0.01,-0.02,0.00,
0.056,0.08,0.05,-0.05,-0.00,-0.03,0.00,
0.057,0.08,-0.03,-0.05,-0.00,-0.03,0.00,
0.057,0.08,-0.03,-0.05,-0.00,-0.02,-0.00,
0.059,0.08,-0.03,-0.05,-0.02,-0.00,-0.01,
0.062,0.08,-0.03,-0.05,-0.01,-0.00,-0.01,
0.066,0.08,-0.03,-0.05,-0.01,-0.02,0.01,
0.067,0.01,0.03,-0.08,-0.01,-0.02,0.01,
0.067,0.01,0.03,-0.08,-0.01,-0.03,0.02,
0.067,-0.04,0.33,-0.10,-0.01,-0.03,0.02,
0.069,-0.04,0.33,-0.10,-0.01,-0.03,0.01,
0.073,-0.04,0.33,-0.10,-0.02,-0.04,0.01,
0.073,0.10,0.13,-0.07,-0.02,-0.04,0.01,
0.075,0.10,0.13,-0.07,-0.03,-0.02,0.00,
0.077,-0.04,-0.09,0.03,-0.03,-0.02,0.00,
0.078,-0.04,-0.09,0.03,-0.03,-0.02,-0.00,
0.078,-0.04,-0.09,0.03,-0.02,-0.04,0.01,
0.082,-0.10,-0.21,0.07,-0.02,-0.04,0.01,
0.086,-0.06,-0.23,0.06,-0.02,-0.04,0.01,
0.088,-0.06,-0.23,0.06,-0.02,-0.03,-0.00,
0.088,-0.06,-0.23,0.06,-0.02,-0.04,0.01,
0.089,-0.06,-0.23,0.06,-0.02,-0.03,0.00,
0.089,-0.06,-0.23,0.06,-0.02,-0.02,-0.01,
0.092,-0.06,-0.23,0.06,-0.02,-0.03,-0.00,
0.092,-0.06,-0.20,0.05,-0.02,-0.03,-0.00,
0.093,-0.06,-0.20,0.05,-0.02,-0.02,-0.01,
0.096,-0.06,-0.20,0.05,-0.01,-0.03,0.00,
0.096,-0.02,-0.15,0.03,-0.01,-0.03,0.00,
0.099,-0.02,-0.15,0.03,-0.01,-0.04,0.00,
0.101,-0.02,-0.15,0.03,-0.01,-0.05,0.00,
0.101,-0.01,-0.12,0.03,-0.01,-0.05,0.00,
0.103,-0.01,-0.12,0.03,-0.01,-0.05,0.01,
0.106,0.03,-0.06,0.01,-0.01,-0.05,0.01,
0.106,0.03,-0.06,0.01,-0.02,-0.01,-0.02,
0.108,0.03,-0.06,0.01,-0.02,-0.01,-0.01,
0.112,0.03,-0.06,0.01,-0.01,-0.04,0.00,
0.112,-0.01,-0.04,0.02,-0.01,-0.04,0.00,
0.113,-0.01,-0.04,0.02,-0.00,-0.06,0.01,
0.115,-0.01,-0.04,0.02,-0.02,0.01,-0.02,
0.116,-0.02,-0.01,0.03,-0.02,0.01,-0.02,
0.118,-0.02,-0.01,0.03,-0.01,-0.02,-0.00,
0.121,-0.03,0.03,0.00,-0.01,-0.02,-0.00,
0.121,-0.03,0.03,0.00,-0.01,-0.04,0.01,
0.122,-0.03,0.03,0.00,-0.01,-0.04,0.00,
0.125,-0.03,0.03,0.00,-0.01,-0.02,-0.01,
0.126,-0.02,0.08,-0.01,-0.01,-0.02,-0.01,
0.127,-0.02,0.08,-0.01,-0.01,-0.05,0.01,
0.13,0.01,0.09,-0.06,-0.01,-0.05,0.01,
0.13,0.01,0.09,-0.06,-0.02,0.01,-0.03,
0.132,0.01,0.09,-0.06,-0.02,-0.01,-0.00,
0.135,0.01,0.09,-0.06,-0.01,-0.04,0.01,
0.136,0.02,0.11,-0.08,-0.01,-0.04,0.01,
0.137,0.02,0.11,-0.08,-0.01,-0.06,0.02,
0.14,0.02,0.11,-0.08,-0.03,0.00,-0.03,
0.14,0.05,0.08,-0.02,-0.03,0.00,-0.03,
0.142,0.05,0.08,-0.02,-0.03,-0.00,-0.02,
0.144,0.05,0.08,-0.02,-0.02,-0.02,-0.00,
0.145,0.07,0.06,-0.04,-0.02,-0.02,-0.00,
0.147,0.07,0.06,-0.04,-0.03,-0.00,-0.01,
0.149,0.07,0.06,-0.04,-0.02,-0.01,-0.00,
0.15,0.08,0.05,-0.01,-0.02,-0.01,-0.00,
0.152,0.08,0.05,-0.01,-0.01,-0.06,0.02,
0.154,0.08,0.05,-0.01,-0.03,0.00,-0.02,
0.154,0.07,0.07,-0.01,-0.03,0.00,-0.02,
0.156,0.07,0.07,-0.01,-0.03,-0.00,-0.02,
