
time,ax,ay,az,wx,wy,wz,
0.002,0.08,0.03,0.00,-0.01,-0.06,-0.00,
0.002,-0.00,0.04,-0.03,-0.01,-0.06,-0.00,
0.002,-0.00,0.04,-0.03,-0.01,-0.06,-0.00,
0.003,-0.00,0.04,-0.03,-0.02,-0.06,-0.00,
0.003,-0.04,0.03,0.01,-0.02,-0.06,-0.00,
0.003,-0.04,0.03,0.01,-0.02,-0.05,0.00,
0.006,-0.04,0.03,0.01,-0.02,-0.05,0.00,
0.006,-0.07,0.14,0.05,-0.02,-0.05,0.00,
0.008,-0.07,0.14,0.05,-0.02,-0.05,0.01,
0.01,-0.07,0.14,0.05,-0.02,-0.04,0.02,
0.01,-0.24,0.53,0.06,-0.02,-0.04,0.02,
0.022,-0.24,0.53,0.06,-0.02,-0.04,0.04,
0.022,0.06,0.64,-0.13,-0.02,-0.04,0.04,
0.023,0.06,0.64,-0.13,-0.03,-0.04,0.04,
0.023,0.06,0.64,-0.13,-0.03,-0.04,0.03,
0.023,0.06,0.64,-0.13,-0.04,-0.04,0.03,
0.023,0.23,0.32,-0.07,-0.04,-0.04,0.03,
0.024,0.23,0.32,-0.07,-0.04,-0.03,0.02,
0.026,0.23,0.32,-0.07,-0.05,-0.03,0.02,
0.026,0.25,0.04,-0.05,-0.05,-0.03,0.02,
0.027,0.25,0.04,-0.05,-0.05,-0.03,0.01,
0.04,0.25,0.04,-0.05,-0.05,-0.02,0.01,
0.04,0.08,-0.19,0.02,-0.05,-0.02,0.01,
0.041,0.08,-0.19,0.02,-0.04,-0.02,0.01,
0.041,0.08,-0.19,0.02,-0.04,-0.02,0.01,
0.041,-0.04,-0.43,0.12,-0.04,-0.02,0.01,
0.041,-0.04,-0.43,0.12,-0.04,-0.02,0.01,
0.041,-0.05,-0.57,0.12,-0.04,-0.02,0.01,
0.042,-0.05,-0.57,0.12,-0.04,-0.01,0.01,
0.042,-0.05,-0.57,0.12,-0.04,-0.01,0.00,
0.053,-0.05,-0.57,0.12,-0.03,-0.00,-0.00,
0.053,-0.03,-0.64,0.11,-0.03,-0.00,-0.00,
0.053,-0.03,-0.64,0.11,-0.03,0.00,-0.01,
0.054,-0.06,-0.60,0.12,-0.03,0.00,-0.01,
0.054,-0.06,-0.60,0.12,-0.02,0.00,-0.00,
0.054,-0.06,-0.60,0.12,-0.01,0.00,-0.00,
0.054,-0.06,-0.60,0.12,-0.01,0.01,-0.00,
0.055,-0.06,-0.52,0.12,-0.01,0.01,-0.00,
0.056,-0.06,-0.52,0.12,-0.00,0.00,-0.00,
0.058,-0.06,-0.52,0.12,0.00,0.00,-0.01,
0.059,-0.02,-0.42,0.07,0.00,0.00,-0.01,
0.069,-0.02,-0.42,0.07,0.01,-0.00,-0.00,
0.07,-0.02,-0.30,0.07,0.01,-0.00,-0.00,
0.07,-0.02,-0.30,0.07,0.01,-0.00,-0.00,
0.07,-0.02,-0.30,0.07,0.02,-0.00,-0.00,
0.071,-0.02,-0.30,0.07,0.02,-0.01,-0.00,
0.071,0.01,-0.19,0.04,0.02,-0.01,-0.00,
0.071,0.01,-0.19,0.04,0.02,-0.01,-0.00,
0.074,0.01,-0.19,0.04,0.03,-0.01,-0.00,
0.074,-0.02,-0.10,0.04,0.03,-0.01,-0.00,
0.076,-0.02,-0.10,0.04,0.03,-0.01,0.00,
0.084,-0.06,-0.03,0.03,0.03,-0.01,0.00,
0.084,-0.06,-0.03,0.03,0.03,-0.01,0.00,
0.084,-0.06,-0.03,0.03,0.03,-0.01,0.00,
0.084,-0.06,-0.03,0.03,0.03,-0.02,0.00,
0.085,-0.03,0.04,0.01,0.03,-0.02,0.00,
0.085,-0.03,0.04,0.01,0.03,-0.02,0.00,
0.088,-0.01,0.11,-0.00,0.03,-0.02,0.00,
0.088,-0.01,0.11,-0.00,0.03,-0.02,0.00,
0.091,-0.01,0.11,-0.00,0.03,-0.01,0.00,
0.093,0.01,0.19,-0.03,0.03,-0.01,0.00,
0.093,0.01,0.19,-0.03,0.02,-0.01,0.00,
0.1,0.01,0.19,-0.03,0.02,-0.01,0.00,
0.1,0.01,0.19,-0.03,0.02,-0.02,0.00,
0.101,0.00,0.22,-0.07,0.02,-0.02,0.00,
0.101,0.00,0.22,-0.07,0.02,-0.02,0.00,
0.109,0.00,0.22,-0.07,0.02,-0.02,0.00,
0.109,-0.01,0.26,-0.11,0.02,-0.02,0.00,
0.109,-0.01,0.26,-0.11,0.01,-0.02,0.00,
0.109,0.01,0.30,-0.10,0.01,-0.02,0.00,
0.11,0.01,0.30,-0.10,0.01,-0.02,0.01,
0.122,0.01,0.30,-0.10,0.01,-0.01,0.01,
0.123,-0.00,0.27,-0.11,0.01,-0.01,0.01,
0.123,-0.00,0.27,-0.11,0.00,-0.02,0.01,
0.124,-0.00,0.27,-0.11,-0.00,-0.01,0.01,
0.124,-0.00,0.27,-0.11,-0.01,-0.01,0.01,
0.124,-0.04,0.22,-0.12,-0.01,-0.01,0.01,
0.124,-0.04,0.22,-0.12,-0.01,-0.02,0.01,
0.125,-0.04,0.22,-0.12,-0.01,-0.02,0.01,
0.125,-0.02,0.16,-0.06,-0.01,-0.02,0.01,
0.125,-0.02,0.16,-0.06,-0.02,-0.02,0.01,
0.136,-0.02,0.16,-0.06,-0.02,-0.02,0.01,
0.136,-0.03,0.08,-0.03,-0.02,-0.02,0.01,
0.136,-0.03,0.08,-0.03,-0.02,-0.02,0.01,
0.137,-0.03,0.02,0.02,-0.02,-0.02,0.01,
0.137,-0.03,0.02,0.02,-0.02,-0.03,0.01,
0.137,-0.03,0.02,0.02,-0.03,-0.03,0.00,
0.137,-0.03,0.02,0.02,-0.03,-0.03,0.01,
0.138,-0.05,-0.01,0.06,-0.03,-0.03,0.01,
0.14,-0.05,-0.01,0.06,-0.03,-0.03,0.01,
0.143,-0.07,-0.02,0.09,-0.03,-0.03,0.01,
0.144,-0.07,-0.02,0.09,-0.03,-0.03,0.01,
0.152,-0.07,-0.02,0.09,-0.03,-0.03,0.01,
0.153,-0.07,-0.02,0.09,-0.03,-0.04,0.01,
0.153,-0.06,0.04,0.06,-0.03,-0.04,0.01,
0.153,-0.06,0.04,0.06,-0.03,-0.04,0.01,
0.154,-0.06,0.04,0.06,-0.03,-0.03,0.01,
0.154,-0.04,0.09,0.04,-0.03,-0.03,0.01,
0.154,-0.04,0.09,0.04,-0.03,-0.03,0.02,
0.157,-0.04,0.09,0.04,-0.04,-0.03,0.02,
0.157,-0.01,0.11,0.02,-0.04,-0.03,0.02,
0.158,-0.01,0.11,0.02,-0.04,-0.03,0.02,
0.171,-0.01,0.11,0.02,-0.04,-0.03,0.02,
0.172,-0.01,0.01,0.01,-0.04,-0.03,0.02,
0.173,-0.01,0.01,0.01,-0.04,-0.02,0.02,
0.173,-0.01,0.01,0.01,-0.04,-0.02,0.02,
0.174,0.00,-0.06,0.04,-0.04,-0.02,0.02,
0.174,0.00,-0.06,0.04,-0.04,-0.02,0.02,
0.174,-0.06,-0.09,0.06,-0.04,-0.02,0.02,
0.175,-0.06,-0.09,0.06,-0.04,-0.01,0.02,
0.175,-0.06,-0.09,0.06,-0.04,-0.01,0.02,
0.177,-0.06,-0.09,0.06,-0.04,-0.00,0.02,
0.177,-0.06,-0.09,0.10,-0.04,-0.00,0.02,
0.188,-0.06,-0.09,0.10,-0.04,-0.00,0.02,
0.189,-0.06,-0.09,0.10,-0.04,-0.00,0.02,
0.19,-0.04,-0.08,0.09,-0.04,-0.00,0.02,
0.19,-0.04,-0.08,0.09,-0.04,0.00,0.03,
0.19,-0.00,-0.06,0.07,-0.04,0.00,0.03,
0.191,-0.00,-0.06,0.07,-0.04,0.01,0.03,
0.191,-0.00,-0.06,0.07,-0.04,0.01,0.03,
0.192,-0.00,-0.06,0.07,-0.04,0.01,0.02,
0.192,0.01,-0.06,0.04,-0.04,0.01,0.02,
0.206,0.01,-0.06,0.04,-0.04,0.01,0.02,
0.206,-0.03,-0.02,0.06,-0.04,0.01,0.02,
0.207,-0.03,-0.02,0.06,-0.03,0.02,0.02,
0.207,-0.03,-0.02,0.06,-0.03,0.02,0.03,
0.208,-0.03,-0.02,0.06,-0.03,0.03,0.03,
0.208,0.10,0.03,-0.07,-0.03,0.03,0.03,
0.208,0.10,0.03,-0.07,-0.03,0.03,0.03,
0.209,-0.12,-0.07,0.08,-0.03,0.03,0.03,
0.209,-0.12,-0.07,0.08,-0.02,0.02,0.03,
0.21,-0.12,-0.07,0.08,-0.02,0.02,0.03,
0.21,-0.12,-0.07,0.08,-0.02,0.02,0.03,
0.211,-0.16,-0.12,0.05,-0.02,0.02,0.03,
0.222,-0.16,-0.12,0.05,-0.01,0.02,0.03,
0.223,-0.11,-0.13,0.09,-0.01,0.02,0.03,
0.224,-0.11,-0.13,0.09,-0.01,0.02,0.03,
0.224,-0.11,-0.13,0.09,-0.01,0.02,0.03,
