@ HyperIMU - ianovir
@ Date:Sun Jul 19 20:32:57 GMT+08:00 2020, Sampling Rate:100ms

timestamp,LSM6DSM_Gyroscope.x,LSM6DSM_Gyroscope.y,LSM6DSM_Gyroscope.z,Linear_Acceleration.x,Linear_Acceleration.y,Linear_Acceleration.z
1595161977224,0.0,0.0,0.0,0.0,0.0,0.0
1595161977325,-0.0020599365,0.027236938,-0.010879517,0.02334544,-0.002749443,-0.008584112
1595161977426,0.0040283203,0.01625061,-0.007217407,-0.01871334,0.030504227,-0.004994124
1595161977527,0.0040283203,0.008911133,-0.0010986328,-0.027665585,0.040359497,0.011941642
1595161977627,0.002822876,0.0064697266,0.0013427734,0.0018866807,0.004146576,-0.018639207
1595161977728,-0.0032958984,0.0064697266,1.2207031E-4,0.012890562,0.028550148,0.003201127
1595161977829,-0.014297485,0.008911133,-0.002319336,-0.0076096356,0.016486168,-0.023372233
1595161977929,0.019897461,-0.046066284,-0.0096588135,-0.08082074,-0.1983118,-0.08288306
1595161978030,3.8146973E-4,-0.0045318604,1.2207031E-4,0.029001012,0.10911751,-0.050463974
1595161978131,-0.009414673,0.017471313,-0.010879517,-0.08128917,0.036283493,0.04514289
1595161978231,0.03945923,-0.05583191,-0.0010986328,-0.18516721,-0.30509758,0.13938203
1595161978332,0.0015869141,0.013809204,0.005004883,-0.01189895,0.00919342,0.027573913
1595161978433,0.0040283203,0.0015869141,0.005004883,0.049791336,-0.042744637,-0.024562538
1595161978535,0.011352539,0.0052490234,0.005004883,0.008325428,0.056328773,-0.034968406
1595161978634,0.005264282,-0.0032958984,0.0025634766,0.016343042,-0.0256567,-0.006811917
1595161978735,0.005264282,0.015029907,0.006225586,0.020478338,-0.010858536,-0.044619173
1595161978835,0.0064697266,0.012573242,0.0013427734,0.001446709,-0.008586884,-0.036486924
1595161978936,3.8146973E-4,0.012573242,1.2207031E-4,-0.06289671,-0.024859428,-0.04215753
1595161979038,-0.0020599365,-0.0032958984,-0.0010986328,-0.0028259307,-0.005917549,-0.0060688853
1595161979140,-8.544922E-4,0.008911133,-0.004776001,0.06975381,-0.01788807,-0.04641837
1595161979240,0.0064697266,0.017471313,-0.010879517,0.020085156,0.0123233795,-0.099024534
1595161979341,0.011352539,-0.0020751953,-0.008422852,0.007192254,-0.0022449493,-0.025137931
1595161979443,-0.0032958984,-0.0045318604,-0.0010986328,0.032494456,-0.012166977,-0.020077676
1595161979542,-0.013061523,-0.0020751953,-0.002319336,-0.00457564,0.0030384064,-0.02486384
1595161979643,-0.009414673,0.01991272,1.2207031E-4,0.026255757,0.004360199,-0.04249111
1595161979744,-0.013061523,-8.544922E-4,0.005004883,-0.0075358152,0.008681297,-0.061926633
1595161979845,-0.014297485,-0.010635376,0.007461548,0.107902765,-0.0012207031,-0.045947313
1595161979946,-0.0020599365,0.01991272,1.2207031E-4,0.067628086,-0.011902809,-0.043265402
1595161980047,-0.008178711,0.04067993,-0.003540039,-0.0034030378,0.061618805,-0.019338578
1595161980147,-0.008178711,0.011352539,-0.007217407,-0.011048198,0.0016088486,-0.020285368
1595161980248,-0.0020599365,0.0064697266,-0.0010986328,0.01778832,-0.0103292465,0.021407455
1595161980347,-0.011856079,0.012573242,-0.0010986328,-0.012319386,-0.0025053024,-7.2032213E-4
1595161980448,-0.014297485,0.015029907,0.006225586,-0.02388072,0.0079603195,-0.0148667395
1595161980548,-0.013061523,0.012573242,0.0025634766,0.015242845,-0.022642136,0.01881221
1595161980649,-0.01550293,0.054107666,-0.0059814453,0.015438229,-0.012764931,-0.046450526
1595161980750,-0.009414673,0.01625061,-0.004776001,-0.025871456,-0.0026159286,-2.552271E-4
1595161980850,-0.01550293,3.6621094E-4,-0.0059814453,-0.05582285,0.059779167,0.028924614
1595161980951,-0.009414673,0.0028076172,-0.01210022,-0.010783553,-0.051522255,0.04086736
1595161981052,-0.0032958984,0.0040283203,-0.004776001,-0.026949495,-0.010731697,-0.002606064
1595161981152,-0.010620117,0.0015869141,1.2207031E-4,-0.013549179,0.008909225,0.024873346
1595161981253,-0.010620117,0.0064697266,0.005004883,0.0066178143,-0.014810562,-0.025902122
1595161981355,-0.0069732666,0.0076904297,0.007461548,0.023124278,0.032387733,-0.042069316
1595161981453,-0.021621704,-0.0032958984,0.015991211,-0.10365234,0.056354523,-0.026600987
1595161981555,-0.017944336,-0.0045318604,0.023330688,-0.0035650432,-0.056560516,0.018893272
1595161981655,-0.010620117,0.015029907,0.013549805,0.011338174,-0.068305016,-0.019035012
1595161981756,0.0015869141,0.0064697266,0.005004883,0.0046495646,-0.014962196,-0.043506384
1595161981857,0.005264282,0.010131836,-0.004776001,-0.004390627,0.004799843,-0.0135264695
1595161981958,0.002822876,0.0040283203,-0.010879517,0.01233843,-0.010300636,-0.03616941
1595161982059,0.015014648,-0.017959595,-0.019424438,0.009861916,-0.014778137,0.0146897435
1595161982160,0.0015869141,-0.017959595,-0.004776001,0.041184813,-0.038057327,0.01926282
1595161982260,-0.020401001,-0.022857666,0.009902954,-0.07276386,0.015864372,-0.011285335
1595161982361,-0.010620117,-0.020401001,0.014785767,0.016655713,-0.04874611,-0.015996784
1595161982462,-0.008178711,0.0028076172,0.008666992,0.032335892,0.005399704,-0.03477457
1595161982562,-0.009414673,0.022354126,0.006225586,0.042627215,0.009728432,-0.071276814
1595161982672,-0.0045166016,0.011352539,0.005004883,-0.043380156,0.010352135,-0.015522659
1595161982771,-0.0057373047,0.0015869141,0.005004883,-0.041499093,-0.016801834,-9.256005E-4
1595161982870,-0.0057373047,-0.009414673,0.0013427734,-0.06600928,-0.0011129379,-0.031491876
1595161982969,0.002822876,-0.014297485,-0.003540039,-0.023891166,-0.02309227,-0.01746121
1595161983068,-0.011856079,-0.020401001,-0.003540039,-0.0797862,0.036931038,-0.009118229
1595161983168,-0.0057373047,-0.021621704,0.006225586,0.02757655,-0.06038761,-0.0065226257
1595161983269,-0.0020599365,3.6621094E-4,-0.0010986328,0.030193597,-0.04894924,-0.028075397
1595161983368,-8.544922E-4,0.022354126,-0.0010986328,0.058421373,-0.0033445358,-0.049918234
1595161983469,-0.0032958984,0.013809204,0.0013427734,-0.0027791262,0.01881504,-0.024212778
1595161983569,-8.544922E-4,0.021133423,0.0037841797,0.0029904395,-0.0098257065,-0.010469943
1595161983671,-0.009414673,0.01625061,1.2207031E-4,0.006758839,0.0020885468,-0.021406144
1595161983772,-0.0069732666,0.0028076172,-0.002319336,0.009702325,-0.002714157,-0.02331835
1595161983873,0.002822876,-0.0362854,-0.002319336,-0.06377941,-0.095620155,-0.024955124
1595161983974,0.0077056885,-0.0155181885,-0.01210022,0.091879025,-0.030956268,-0.027887493
1595161984076,-0.0069732666,-0.010635376,0.007461548,0.078786135,0.0020160675,0.011290878
1595161984176,-0.016738892,0.012573242,0.0013427734,2.4586916E-6,0.055495262,-0.047736287
1595161984277,-0.0045166016,0.010131836,0.0037841797,0.005655214,-0.006480217,-0.01865068
1595161984377,-0.009414673,0.0064697266,0.0013427734,0.007476598,-0.019417763,-0.014348358
1595161984478,-0.022842407,0.0076904297,-0.002319336,-0.001920417,0.008372307,-0.024165243
1595161984579,-0.011856079,0.01625061,-0.0010986328,0.023793623,-0.0035858154,-0.053243026
1595161984679,-0.0032958984,0.024795532,-0.002319336,0.018504605,-0.0070877075,-0.017526418
1595161984783,-0.010620117,0.033340454,-0.0010986328,0.068185896,-0.061128616,-0.035427466
1595161984882,0.0064697266,0.02357483,-0.004776001,-0.0050161034,0.013284683,-0.0021946877
1595161984984,0.002822876,0.018692017,-0.0010986328,-0.0395094,0.027183533,-0.008485138
1595161985083,0.0040283203,0.008911133,1.2207031E-4,-0.019939646,-0.034846306,-0.008619249
1595161985183,0.0040283203,0.011352539,0.0037841797,-0.010568455,0.006382942,-0.012503356
