
time,ax,ay,az,wx,wy,wz,
0.002,-0.00,-0.23,0.40,-0.03,-0.03,-0.00,
0.002,0.03,-0.38,0.01,-0.03,-0.03,-0.00,
0.002,0.03,-0.38,0.01,-0.01,-0.02,0.01,
0.002,-0.12,-0.24,0.01,-0.01,-0.02,0.01,
0.002,-0.12,-0.24,0.01,-0.02,-0.00,0.01,
0.004,-0.12,-0.24,0.01,-0.02,-0.00,0.01,
0.006,-0.12,-0.24,0.01,-0.02,-0.01,0.01,
0.007,0.13,-0.11,0.04,-0.02,-0.01,0.01,
0.009,0.13,-0.11,0.04,-0.01,-0.00,0.00,
0.013,0.07,-0.05,-0.04,-0.01,-0.00,0.00,
0.013,0.07,-0.05,-0.04,-0.02,-0.00,0.01,
0.014,0.07,-0.05,-0.04,-0.01,0.00,0.01,
0.016,0.07,-0.05,-0.04,-0.01,-0.01,0.00,
0.017,0.06,-0.05,0.04,-0.01,-0.01,0.00,
0.019,0.06,-0.05,0.04,-0.01,-0.00,0.01,
0.022,0.12,0.01,-0.01,-0.01,-0.00,0.01,
0.023,0.12,0.01,-0.01,-0.01,-0.00,0.01,
0.023,0.12,0.01,-0.01,-0.01,-0.00,0.01,
0.026,0.12,0.01,-0.01,-0.01,-0.01,0.01,
0.026,0.06,-0.03,0.01,-0.01,-0.01,0.01,
0.041,0.06,-0.03,0.01,-0.01,-0.01,0.01,
0.042,0.06,-0.03,0.01,-0.00,-0.02,0.01,
0.043,0.16,-0.04,0.00,-0.00,-0.02,0.01,
0.043,0.16,-0.04,0.00,-0.01,-0.02,0.01,
0.043,0.04,-0.10,0.08,-0.01,-0.02,0.01,
0.044,0.04,-0.10,0.08,-0.00,-0.02,0.01,
0.044,0.04,-0.10,0.08,-0.00,-0.01,0.01,
0.044,0.09,-0.11,0.05,-0.00,-0.01,0.01,
0.045,0.09,-0.11,0.05,-0.01,-0.02,0.01,
0.045,0.09,-0.11,0.05,-0.00,-0.03,0.00,
0.046,-0.01,-0.12,0.09,-0.00,-0.03,0.00,
0.046,-0.01,-0.12,0.09,-0.00,-0.02,0.01,
0.066,-0.01,-0.12,0.09,-0.00,-0.02,0.01,
0.067,0.02,-0.10,0.08,-0.00,-0.02,0.01,
0.067,0.02,-0.10,0.08,-0.00,-0.02,0.01,
0.067,0.02,-0.10,0.08,-0.00,-0.03,0.01,
0.068,0.02,-0.10,0.08,-0.00,-0.02,0.01,
0.068,-0.06,-0.07,0.06,-0.00,-0.02,0.01,
0.068,-0.06,-0.07,0.06,-0.00,-0.02,0.01,
0.068,-0.09,-0.04,0.07,-0.00,-0.02,0.01,
0.068,-0.09,-0.04,0.07,-0.00,-0.02,0.00,
0.068,-0.09,-0.04,0.07,-0.00,-0.02,0.01,
0.069,-0.09,-0.04,0.07,-0.00,-0.02,0.01,
0.069,-0.15,0.02,0.07,-0.00,-0.02,0.01,
0.069,-0.15,0.02,0.07,-0.01,-0.01,0.01,
