
time,ax,ay,az,wx,wy,wz,
0.004,0.01,0.01,-0.01,-0.00,-0.01,0.01,
0.004,0.01,0.04,-0.04,-0.00,-0.01,0.01,
0.005,0.01,0.04,-0.04,-0.00,-0.01,0.01,
0.005,0.01,0.04,-0.04,-0.00,-0.01,0.01,
0.005,0.02,0.05,-0.03,-0.00,-0.01,0.01,
0.006,0.02,0.05,-0.03,-0.00,-0.01,0.01,
0.007,0.02,0.05,-0.03,-0.01,-0.00,0.01,
0.009,0.04,0.06,-0.05,-0.01,-0.00,0.01,
0.009,0.04,0.06,-0.05,-0.00,-0.01,0.01,
0.012,0.04,0.06,-0.05,-0.01,-0.00,0.01,
0.017,0.04,0.06,-0.05,-0.01,-0.00,0.01,
0.017,0.06,0.04,-0.05,-0.01,-0.00,0.01,
0.017,0.06,0.04,-0.05,-0.00,-0.01,0.01,
0.019,0.06,0.04,-0.05,-0.01,-0.00,0.01,
0.019,0.08,0.02,-0.04,-0.01,-0.00,0.01,
0.021,0.08,0.02,-0.04,-0.01,-0.00,0.01,
0.024,0.08,0.02,-0.04,-0.01,-0.00,0.01,
0.024,0.06,-0.01,-0.03,-0.01,-0.00,0.01,
0.026,0.06,-0.01,-0.03,-0.00,-0.00,0.01,
0.029,0.06,-0.01,-0.03,-0.00,-0.00,0.01,
0.03,0.06,-0.01,-0.03,-0.00,-0.00,0.01,
0.035,0.06,-0.01,-0.03,-0.01,0.00,0.01,
0.035,0.04,-0.01,-0.04,-0.01,0.00,0.01,
0.035,0.04,-0.01,-0.04,-0.00,-0.00,0.01,
0.038,0.04,-0.01,-0.04,-0.00,-0.00,0.01,
0.039,0.04,0.01,-0.03,-0.00,-0.00,0.01,
0.039,0.04,0.01,-0.03,-0.00,0.00,0.01,
0.042,0.04,0.01,-0.03,-0.00,0.00,0.01,
0.044,0.04,-0.01,-0.03,-0.00,0.00,0.01,
0.044,0.04,-0.01,-0.03,-0.00,0.00,0.01,
0.05,0.04,-0.01,-0.03,-0.00,0.00,0.01,
0.051,0.03,0.02,-0.03,-0.00,0.00,0.01,
0.051,0.03,0.02,-0.03,-0.01,0.01,0.01,
0.051,0.03,0.02,-0.03,-0.00,0.00,0.01,
0.053,0.04,0.04,-0.03,-0.00,0.00,0.01,
0.053,0.04,0.04,-0.03,-0.00,0.01,0.01,
0.055,0.04,0.04,-0.03,-0.01,0.01,0.01,
0.058,0.04,0.06,-0.03,-0.01,0.01,0.01,
0.058,0.04,0.06,-0.03,-0.00,0.01,0.01,
0.06,0.04,0.06,-0.03,-0.01,0.01,0.01,
0.063,0.04,0.06,-0.03,-0.01,0.01,0.01,
0.069,0.04,0.06,-0.03,-0.01,0.01,0.01,
0.069,0.04,0.06,-0.03,-0.01,0.01,0.01,
0.07,0.04,0.06,-0.03,-0.01,0.01,0.01,
0.07,0.03,0.06,-0.01,-0.01,0.01,0.01,
0.07,0.03,0.06,-0.01,-0.01,0.01,0.01,
0.073,0.03,0.06,-0.01,-0.01,0.01,0.01,
0.073,0.04,0.05,0.03,-0.01,0.01,0.01,
0.075,0.04,0.05,0.03,-0.01,0.01,0.01,
0.077,0.04,0.05,0.03,-0.01,0.01,0.01,
0.077,0.03,0.04,0.03,-0.01,0.01,0.01,
0.085,0.03,0.04,0.03,-0.01,0.01,0.01,
0.086,0.02,0.00,0.05,-0.01,0.01,0.01,
0.086,0.02,0.00,0.05,-0.01,0.01,0.01,
0.086,0.02,0.00,0.05,-0.01,0.02,0.01,
0.087,0.02,0.00,0.05,-0.01,0.01,0.02,
0.088,0.04,-0.01,0.06,-0.01,0.01,0.02,
0.09,0.04,-0.01,0.06,-0.01,0.01,0.02,
0.092,0.04,-0.01,0.06,-0.01,0.01,0.02,
0.092,0.05,-0.03,0.05,-0.01,0.01,0.02,
0.095,0.05,-0.03,0.05,-0.01,0.02,0.02,
0.097,0.05,-0.03,0.05,-0.01,0.01,0.02,
0.104,0.07,-0.03,0.06,-0.01,0.01,0.02,
0.104,0.07,-0.03,0.06,-0.01,0.02,0.01,
0.105,0.07,-0.03,0.06,-0.01,0.02,0.02,
0.105,0.08,-0.02,0.03,-0.01,0.02,0.02,
0.105,0.08,-0.02,0.03,-0.01,0.02,0.02,
0.107,0.08,-0.02,0.03,-0.02,0.02,0.01,
0.107,0.05,-0.01,0.02,-0.02,0.02,0.01,
0.109,0.05,-0.01,0.02,-0.02,0.02,0.01,
0.112,0.02,-0.02,0.00,-0.02,0.02,0.01,
0.112,0.02,-0.02,0.00,-0.02,0.02,0.01,
0.116,0.02,-0.02,0.00,-0.02,0.02,0.01,
0.117,0.02,-0.02,0.00,-0.02,0.02,0.01,
0.117,0.01,0.01,-0.02,-0.02,0.02,0.01,
0.119,0.01,0.01,-0.02,-0.02,0.02,0.01,
0.121,0.01,0.01,-0.02,-0.02,0.02,0.01,
0.122,-0.00,-0.00,-0.01,-0.02,0.02,0.01,
0.124,-0.00,-0.00,-0.01,-0.02,0.02,0.01,
0.126,-0.00,-0.00,-0.01,-0.02,0.02,0.01,
0.126,-0.02,-0.01,-0.02,-0.02,0.02,0.01,
0.129,-0.02,-0.01,-0.02,-0.02,0.02,0.01,
0.132,-0.02,-0.01,-0.02,-0.01,0.02,0.01,
0.133,-0.04,-0.02,-0.02,-0.01,0.02,0.01,
0.133,-0.04,-0.02,-0.02,-0.02,0.02,0.01,
0.136,-0.06,-0.05,-0.04,-0.02,0.02,0.01,
0.136,-0.06,-0.05,-0.04,-0.01,0.02,0.01,
0.138,-0.06,-0.05,-0.04,-0.01,0.02,0.01,
0.141,-0.06,-0.05,-0.04,-0.01,0.02,0.01,
0.141,-0.07,-0.08,-0.01,-0.01,0.02,0.01,
0.143,-0.07,-0.08,-0.01,-0.01,0.02,0.01,
0.149,-0.09,-0.08,-0.03,-0.01,0.02,0.01,
0.149,-0.09,-0.08,-0.03,-0.01,0.01,0.01,
0.149,-0.09,-0.08,-0.03,-0.01,0.01,0.01,
0.151,-0.11,-0.09,-0.02,-0.01,0.01,0.01,
0.151,-0.11,-0.09,-0.02,-0.01,0.02,0.01,
0.153,-0.11,-0.09,-0.02,-0.01,0.01,0.01,
0.156,-0.11,-0.09,-0.02,-0.01,0.01,0.01,
0.156,-0.10,-0.09,-0.01,-0.01,0.01,0.01,
0.158,-0.10,-0.09,-0.01,-0.01,0.01,0.01,
0.161,-0.09,-0.07,-0.01,-0.01,0.01,0.01,
0.161,-0.09,-0.07,-0.01,-0.01,0.01,0.01,
0.165,-0.09,-0.07,-0.01,-0.00,0.01,0.01,
0.166,-0.09,-0.04,-0.02,-0.00,0.01,0.01,
0.166,-0.09,-0.04,-0.02,-0.01,0.01,0.01,
0.168,-0.09,-0.04,-0.02,-0.01,0.01,0.01,
0.17,-0.10,0.00,-0.03,-0.01,0.01,0.01,
0.171,-0.10,0.00,-0.03,-0.01,0.01,0.01,
0.173,-0.10,0.00,-0.03,-0.01,0.00,0.01,
0.175,-0.10,0.00,-0.03,-0.01,0.00,0.01,
0.176,-0.09,0.03,-0.02,-0.01,0.00,0.01,
0.177,-0.09,0.03,-0.02,-0.01,0.00,0.01,
0.185,-0.09,0.03,-0.02,-0.01,-0.00,0.01,
0.185,-0.07,0.07,-0.02,-0.01,-0.00,0.01,
0.185,-0.07,0.07,-0.02,-0.01,-0.00,0.01,
0.185,-0.07,0.07,-0.02,-0.01,-0.00,0.01,
0.186,-0.05,0.08,-0.03,-0.01,-0.00,0.01,
0.187,-0.05,0.08,-0.03,-0.01,-0.00,0.01,
0.19,-0.05,0.08,-0.03,-0.01,-0.01,0.02,
0.19,-0.04,0.09,-0.02,-0.01,-0.01,0.02,
0.192,-0.04,0.09,-0.02,-0.01,-0.01,0.02,
0.195,-0.03,0.11,-0.04,-0.01,-0.01,0.02,
0.195,-0.03,0.11,-0.04,-0.01,-0.01,0.02,
0.197,-0.03,0.11,-0.04,-0.01,-0.01,0.02,
0.2,-0.03,0.11,-0.04,-0.01,-0.01,0.01,
0.2,-0.03,0.10,-0.01,-0.01,-0.01,0.01,
0.204,-0.03,0.10,-0.01,-0.01,-0.01,0.02,
0.205,-0.03,0.10,-0.01,-0.01,-0.01,0.02,
0.205,-0.03,0.07,-0.00,-0.01,-0.01,0.02,
0.207,-0.03,0.07,-0.00,-0.01,-0.01,0.01,
0.209,-0.03,0.06,-0.00,-0.01,-0.01,0.01,
0.21,-0.03,0.06,-0.00,-0.01,-0.01,0.01,
0.211,-0.03,0.06,-0.00,-0.01,-0.01,0.01,
0.215,-0.04,0.04,0.01,-0.01,-0.01,0.01,
0.216,-0.04,0.04,0.01,-0.01,-0.02,0.01,
0.216,-0.04,0.04,0.01,-0.01,-0.01,0.01,
0.219,-0.04,0.04,0.01,-0.01,-0.02,0.02,
0.219,-0.03,0.01,0.02,-0.01,-0.02,0.02,
0.221,-0.03,0.01,0.02,-0.01,-0.01,0.02,
0.224,-0.03,0.01,0.02,-0.01,-0.01,0.02,
0.224,-0.03,0.01,0.01,-0.01,-0.01,0.02,
0.238,-0.03,0.01,0.01,-0.01,-0.01,0.01,
0.238,-0.04,-0.01,0.04,-0.01,-0.01,0.01,
0.238,-0.04,-0.01,0.04,-0.01,-0.01,0.01,
0.238,-0.04,-0.01,0.04,-0.01,-0.01,0.01,
0.239,-0.04,-0.01,0.04,-0.01,-0.01,0.01,
0.239,-0.03,-0.03,0.03,-0.01,-0.01,0.01,
0.239,-0.03,-0.03,0.03,-0.01,-0.00,0.01,
0.239,-0.03,-0.03,0.03,-0.01,-0.02,0.02,
0.24,-0.03,-0.03,0.03,-0.01,-0.02,0.02,
0.241,-0.03,-0.03,0.03,-0.01,-0.02,0.01,
0.243,-0.03,-0.03,0.03,-0.01,-0.01,0.01,
0.244,-0.03,-0.06,0.07,-0.01,-0.01,0.01,
0.249,-0.03,-0.06,0.07,-0.01,-0.02,0.02,
0.249,-0.03,-0.06,0.07,-0.01,-0.02,0.02,
0.249,-0.00,-0.07,0.07,-0.01,-0.02,0.02,
0.25,-0.00,-0.07,0.07,-0.01,-0.02,0.01,
0.253,-0.00,-0.06,0.08,-0.01,-0.02,0.01,
