
time,ax,ay,az,wx,wy,wz,
0.003,0.04,-0.18,-0.15,-0.02,-0.01,0.01,
0.003,0.04,-0.18,-0.15,-0.01,-0.01,0.01,
0.003,0.04,-0.18,-0.15,-0.01,-0.01,0.01,
0.003,0.06,-0.12,0.01,-0.01,-0.01,0.01,
0.004,0.06,-0.12,0.01,-0.01,-0.01,0.01,
0.005,0.06,-0.12,0.01,-0.01,-0.02,0.01,
0.013,0.06,-0.12,0.01,-0.01,-0.02,0.01,
0.014,0.04,-0.03,-0.01,-0.01,-0.02,0.01,
0.014,0.04,-0.03,-0.01,-0.01,-0.02,0.00,
0.014,0.06,0.06,0.01,-0.01,-0.02,0.00,
0.014,0.06,0.06,0.01,-0.01,-0.03,0.00,
0.015,0.06,0.06,0.01,-0.01,-0.02,0.00,
0.018,0.06,0.06,0.01,-0.01,-0.03,0.00,
0.018,-0.01,0.12,0.04,-0.01,-0.03,0.00,
0.019,-0.01,0.12,0.04,-0.01,-0.03,0.00,
0.022,-0.01,0.12,0.04,-0.01,-0.03,-0.00,
0.022,-0.01,0.18,0.01,-0.01,-0.03,-0.00,
0.031,-0.01,0.18,0.01,-0.02,-0.03,0.00,
0.032,-0.07,0.23,0.05,-0.02,-0.03,0.00,
0.032,-0.07,0.23,0.05,-0.01,-0.04,0.00,
0.033,-0.07,0.23,0.05,-0.01,-0.04,0.00,
0.033,-0.07,0.23,0.05,-0.02,-0.04,0.00,
0.033,-0.11,0.23,-0.03,-0.02,-0.04,0.00,
0.034,-0.11,0.23,-0.03,-0.02,-0.04,0.01,
0.037,-0.11,0.23,-0.03,-0.02,-0.04,0.00,
0.038,-0.12,0.24,0.04,-0.02,-0.04,0.00,
0.039,-0.12,0.24,0.04,-0.02,-0.04,0.01,
0.057,-0.14,0.25,-0.07,-0.02,-0.04,0.01,
0.058,-0.14,0.25,-0.07,-0.02,-0.04,0.01,
0.058,-0.14,0.25,-0.07,-0.02,-0.03,0.01,
0.058,-0.14,0.25,-0.07,-0.02,-0.03,0.01,
0.059,-0.16,0.28,0.04,-0.02,-0.03,0.01,
0.059,-0.16,0.28,0.04,-0.02,-0.03,0.02,
0.059,-0.16,0.28,0.04,-0.03,-0.03,0.02,
0.059,-0.20,0.36,-0.11,-0.03,-0.03,0.02,
0.06,-0.20,0.36,-0.11,-0.03,-0.03,0.03,
0.06,-0.20,0.36,-0.11,-0.03,-0.03,0.03,
0.06,-0.12,0.33,0.02,-0.03,-0.03,0.03,
0.06,-0.12,0.33,0.02,-0.03,-0.03,0.03,
0.062,-0.09,0.20,-0.08,-0.03,-0.03,0.03,
0.063,-0.09,0.20,-0.08,-0.03,-0.03,0.03,
0.067,-0.09,0.20,-0.08,-0.03,-0.03,0.03,
0.067,-0.05,0.06,0.06,-0.03,-0.03,0.03,
0.068,-0.05,0.06,0.06,-0.03,-0.03,0.03,
0.07,-0.05,0.06,0.06,-0.03,-0.03,0.03,
0.072,-0.06,-0.04,0.01,-0.03,-0.03,0.03,
0.073,-0.06,-0.04,0.01,-0.03,-0.03,0.03,
0.073,-0.06,-0.04,0.01,-0.03,-0.03,0.03,
0.084,-0.06,-0.04,0.01,-0.02,-0.03,0.03,
0.085,-0.02,-0.16,0.09,-0.02,-0.03,0.03,
0.085,-0.02,-0.16,0.09,-0.02,-0.02,0.02,
0.085,-0.02,-0.16,0.09,-0.02,-0.02,0.02,
0.086,-0.01,-0.18,0.07,-0.02,-0.02,0.02,
0.086,-0.01,-0.18,0.07,-0.01,-0.02,0.03,
0.086,-0.02,-0.23,0.09,-0.01,-0.02,0.03,
0.086,-0.02,-0.23,0.09,-0.01,-0.02,0.03,
0.088,-0.02,-0.23,0.09,-0.01,-0.02,0.02,
0.096,0.02,-0.23,0.10,-0.01,-0.02,0.02,
0.097,0.02,-0.23,0.10,-0.00,-0.01,0.02,
0.097,0.02,-0.23,0.10,0.00,-0.01,0.02,
0.097,0.05,-0.19,0.06,0.00,-0.01,0.02,
0.097,0.05,-0.19,0.06,0.00,-0.01,0.02,
0.097,0.05,-0.19,0.06,0.01,-0.02,0.02,
0.1,0.05,-0.19,0.06,0.01,-0.01,0.02,
0.1,0.06,-0.12,0.05,0.01,-0.01,0.02,
0.102,0.06,-0.12,0.05,0.01,-0.02,0.02,
0.105,0.06,-0.12,0.05,0.01,-0.02,0.02,
0.105,0.05,-0.09,0.06,0.01,-0.02,0.02,
0.112,0.05,-0.09,0.06,0.01,-0.01,0.02,
0.123,0.05,-0.09,0.06,0.02,-0.02,0.02,
0.123,0.03,-0.06,0.03,0.02,-0.02,0.02,
0.124,0.03,-0.06,0.03,0.02,-0.02,0.02,
0.124,-0.00,-0.01,0.00,0.02,-0.02,0.02,
0.124,-0.00,-0.01,0.00,0.02,-0.02,0.02,
0.13,-0.00,-0.01,0.00,0.02,-0.02,0.01,
0.13,-0.00,-0.01,0.00,0.02,-0.02,0.01,
0.13,-0.00,0.03,-0.00,0.02,-0.02,0.01,
0.131,-0.00,0.03,-0.00,0.02,-0.01,0.01,
0.131,0.03,0.06,-0.01,0.02,-0.01,0.01,
0.131,0.03,0.06,-0.01,0.02,-0.02,0.02,
0.132,0.03,0.06,-0.01,0.02,-0.02,0.01,
0.132,0.03,0.06,-0.01,0.02,-0.02,0.01,
0.132,0.06,0.07,-0.03,0.02,-0.02,0.01,
0.133,0.06,0.07,-0.03,0.01,-0.01,0.01,
0.135,0.06,0.07,-0.03,0.01,-0.01,0.01,
0.135,0.08,0.08,-0.06,0.01,-0.01,0.01,
0.136,0.08,0.08,-0.06,0.01,-0.01,0.01,
0.145,0.07,0.05,-0.03,0.01,-0.01,0.01,
0.145,0.07,0.05,-0.03,0.00,-0.01,0.00,
0.145,0.07,0.05,-0.03,-0.00,-0.01,0.00,
0.146,0.05,0.03,-0.02,-0.00,-0.01,0.00,
0.146,0.05,0.03,-0.02,-0.00,-0.02,-0.00,
0.146,0.05,0.03,-0.02,-0.00,-0.02,-0.00,
0.149,0.05,0.03,-0.02,-0.00,-0.02,-0.00,
0.149,0.03,-0.00,0.00,-0.00,-0.02,-0.00,
0.151,0.03,-0.00,0.00,-0.00,-0.02,-0.00,
0.153,0.03,-0.00,0.00,-0.01,-0.02,-0.00,
0.154,0.03,0.02,0.04,-0.01,-0.02,-0.00,
0.169,0.03,0.02,0.04,-0.01,-0.02,-0.00,
0.169,0.03,0.02,0.04,-0.01,-0.03,-0.01,
0.17,0.03,0.02,0.04,-0.01,-0.03,-0.01,
0.17,0.03,0.02,0.04,-0.01,-0.03,-0.01,
0.17,0.03,0.02,0.04,-0.01,-0.03,-0.01,
0.17,0.02,0.00,0.16,-0.01,-0.03,-0.01,
0.17,0.02,0.00,0.16,-0.01,-0.03,-0.01,
0.171,0.02,0.00,0.16,-0.01,-0.02,-0.00,
0.172,-0.02,-0.01,0.06,-0.01,-0.02,-0.00,
0.172,-0.02,-0.01,0.06,-0.01,-0.02,-0.00,
0.177,-0.02,-0.01,0.06,-0.01,-0.02,-0.00,
0.178,0.01,-0.04,0.16,-0.01,-0.02,-0.00,
0.178,0.01,-0.04,0.16,-0.01,-0.02,-0.00,
0.178,0.02,-0.06,0.08,-0.01,-0.02,-0.00,
0.178,0.02,-0.06,0.08,-0.01,-0.02,-0.00,
0.181,0.02,-0.06,0.08,-0.01,-0.02,-0.00,
0.184,0.05,-0.09,0.10,-0.01,-0.02,-0.00,
0.184,0.05,-0.09,0.10,-0.01,-0.02,-0.00,
0.186,0.05,-0.09,0.10,-0.01,-0.02,0.00,
0.189,0.05,-0.09,0.10,-0.01,-0.01,0.00,
0.189,0.05,-0.12,0.03,-0.01,-0.01,0.00,
0.197,0.05,-0.12,0.03,-0.01,-0.01,0.00,
0.198,0.05,-0.12,0.03,-0.01,-0.01,0.00,
0.198,0.08,-0.16,0.03,-0.01,-0.01,0.00,
0.198,0.08,-0.16,0.03,-0.01,-0.01,0.01,
0.198,0.08,-0.16,0.03,-0.01,-0.01,0.01,
0.198,0.07,-0.16,0.01,-0.01,-0.01,0.01,
0.2,0.07,-0.16,0.01,-0.01,-0.01,0.01,
0.202,0.06,-0.16,-0.04,-0.01,-0.01,0.01,
0.203,0.06,-0.16,-0.04,-0.01,-0.01,0.01,
0.205,0.06,-0.16,-0.04,-0.01,-0.01,0.01,
0.212,0.04,-0.15,-0.04,-0.01,-0.01,0.01,
0.212,0.04,-0.15,-0.04,-0.01,-0.01,0.01,
0.213,0.04,-0.15,-0.04,-0.01,-0.01,0.01,
0.213,0.04,-0.15,-0.04,-0.01,-0.01,0.01,
0.213,0.03,-0.12,-0.09,-0.01,-0.01,0.01,
0.215,0.03,-0.12,-0.09,-0.01,-0.01,0.01,
0.217,0.03,-0.12,-0.09,-0.01,-0.00,0.01,
0.218,0.02,-0.09,-0.12,-0.01,-0.00,0.01,
0.219,0.02,-0.09,-0.12,-0.02,0.00,0.01,
0.222,0.02,-0.09,-0.12,-0.02,0.00,0.01,
0.229,0.03,-0.05,-0.17,-0.02,0.00,0.01,
0.229,0.03,-0.05,-0.17,-0.02,-0.00,0.01,
0.229,0.03,-0.02,-0.07,-0.02,-0.00,0.01,
0.23,0.03,-0.02,-0.07,-0.02,0.00,0.01,
0.23,0.03,-0.02,-0.07,-0.02,0.00,0.01,
0.232,0.02,0.03,-0.15,-0.02,0.00,0.01,
0.232,0.02,0.03,-0.15,-0.03,-0.00,0.01,
0.234,0.02,0.03,-0.15,-0.03,-0.00,0.01,
0.237,-0.00,0.09,-0.13,-0.03,-0.00,0.01,
0.237,-0.00,0.09,-0.13,-0.03,-0.00,0.01,
0.247,-0.00,0.09,-0.13,-0.04,0.00,0.01,
0.247,-0.04,0.13,-0.05,-0.04,0.00,0.01,
0.247,-0.04,0.13,-0.05,-0.04,0.00,0.00,
0.248,-0.04,0.13,-0.05,-0.04,-0.00,0.00,
0.248,-0.07,0.15,-0.10,-0.04,-0.00,0.00,
0.248,-0.07,0.15,-0.10,-0.05,-0.00,0.01,
0.249,-0.07,0.15,-0.10,-0.05,-0.00,0.00,
0.252,-0.12,0.20,-0.10,-0.05,-0.00,0.00,
0.252,-0.12,0.20,-0.10,-0.05,-0.00,0.00,
0.253,-0.12,0.20,-0.10,-0.06,-0.01,0.00,
0.272,-0.12,0.20,-0.10,-0.06,-0.01,0.00,
0.272,-0.11,0.23,-0.03,-0.06,-0.01,0.00,
0.272,-0.11,0.23,-0.03,-0.06,0.00,-0.00,
0.272,-0.11,0.23,-0.03,-0.06,-0.02,0.01,
0.273,-0.11,0.24,0.02,-0.06,-0.02,0.01,
0.273,-0.11,0.24,0.02,-0.06,-0.02,0.01,
0.273,-0.11,0.24,0.02,-0.06,-0.01,0.01,
0.273,-0.08,0.23,0.04,-0.06,-0.01,0.01,
0.273,-0.08,0.23,0.04,-0.07,-0.01,0.01,
0.274,-0.08,0.17,0.01,-0.07,-0.01,0.01,
0.295,-0.08,0.17,0.01,-0.07,-0.02,0.01,
0.296,-0.08,0.17,0.01,-0.07,-0.02,0.01,
0.296,-0.08,0.17,0.01,-0.07,-0.02,0.01,
0.297,-0.06,0.11,0.07,-0.07,-0.02,0.01,
0.297,-0.06,0.11,0.07,-0.07,-0.02,0.01,
0.297,-0.04,0.03,0.07,-0.07,-0.02,0.01,
0.298,-0.04,0.03,0.07,-0.07,-0.02,0.01,
0.298,-0.04,0.03,0.07,-0.07,-0.02,0.01,
0.298,-0.04,0.03,0.07,-0.07,-0.02,0.01,
0.299,-0.01,-0.02,0.10,-0.07,-0.02,0.01,
0.299,-0.01,-0.02,0.10,-0.06,-0.02,0.01,
0.299,0.04,-0.09,0.19,-0.06,-0.02,0.01,
0.3,0.04,-0.09,0.19,-0.06,-0.01,0.01,
0.3,0.04,-0.09,0.19,-0.06,-0.01,0.01,
0.301,0.04,-0.09,0.19,-0.06,-0.01,0.01,
0.301,0.08,-0.11,0.12,-0.06,-0.01,0.01,
0.302,0.08,-0.11,0.12,-0.05,-0.00,0.01,
0.302,0.10,-0.12,0.11,-0.05,-0.00,0.01,
0.302,0.10,-0.12,0.11,-0.05,-0.00,0.01,
0.302,0.10,-0.12,0.11,-0.05,-0.00,0.01,
0.308,0.12,-0.12,0.18,-0.05,-0.00,0.01,
0.308,0.12,-0.12,0.18,-0.05,0.00,0.01,
0.308,0.12,-0.12,0.18,-0.04,0.01,0.01,
0.31,0.12,-0.12,0.18,-0.04,0.01,0.01,
0.311,0.10,-0.13,0.10,-0.04,0.01,0.01,
0.313,0.10,-0.13,0.10,-0.04,0.01,0.01,
0.315,0.10,-0.12,0.12,-0.04,0.01,0.01,
0.315,0.10,-0.12,0.12,-0.03,0.01,0.01,
0.317,0.10,-0.12,0.12,-0.03,0.01,0.01,
0.32,0.05,-0.12,0.05,-0.03,0.01,0.01,
0.32,0.05,-0.12,0.05,-0.03,0.01,0.01,
0.323,0.05,-0.12,0.05,-0.03,0.02,0.01,
0.327,0.05,-0.12,0.05,-0.02,0.02,0.01,
0.328,0.03,-0.10,0.05,-0.02,0.02,0.01,
0.328,0.03,-0.10,0.05,-0.02,0.01,0.02,
0.33,0.03,-0.10,0.05,-0.02,0.02,0.02,
0.33,-0.02,-0.06,0.01,-0.02,0.02,0.02,
0.332,-0.02,-0.06,0.01,-0.02,0.02,0.02,
0.334,-0.02,-0.06,0.01,-0.02,0.02,0.02,
0.335,-0.04,-0.06,0.00,-0.02,0.02,0.02,
0.338,-0.04,-0.06,0.00,-0.03,0.02,0.02,
0.34,-0.09,-0.06,-0.00,-0.03,0.02,0.02,
0.341,-0.09,-0.06,-0.00,-0.03,0.02,0.02,
0.341,-0.09,-0.06,-0.00,-0.03,0.01,0.02,
0.346,-0.09,-0.06,-0.00,-0.03,0.01,0.03,
0.346,-0.10,-0.04,0.01,-0.03,0.01,0.03,
0.347,-0.10,-0.04,0.01,-0.03,0.01,0.03,
0.35,-0.10,-0.04,0.01,-0.03,0.01,0.03,
0.35,-0.10,-0.02,0.06,-0.03,0.01,0.03,
0.351,-0.10,-0.02,0.06,-0.03,0.01,0.03,
0.354,-0.10,-0.02,0.06,-0.03,0.01,0.03,
0.354,-0.12,0.03,0.06,-0.03,0.01,0.03,
0.364,-0.12,0.03,0.06,-0.03,0.01,0.03,
0.364,-0.09,0.08,0.09,-0.03,0.01,0.03,
0.364,-0.09,0.08,0.09,-0.03,0.00,0.03,
0.364,-0.09,0.08,0.09,-0.03,0.01,0.03,
0.365,-0.10,0.07,0.11,-0.03,0.01,0.03,
0.365,-0.10,0.07,0.11,-0.03,0.01,0.03,
0.367,-0.10,0.07,0.11,-0.03,0.01,0.03,
0.369,-0.08,0.06,0.13,-0.03,0.01,0.03,
0.369,-0.08,0.06,0.13,-0.03,0.01,0.03,
0.371,-0.08,0.06,0.13,-0.03,0.01,0.03,
0.374,-0.06,0.09,0.08,-0.03,0.01,0.03,
0.374,-0.06,0.09,0.08,-0.03,0.01,0.03,
0.377,-0.06,0.09,0.08,-0.03,0.01,0.02,
0.379,-0.05,0.10,0.06,-0.03,0.01,0.02,
0.379,-0.05,0.10,0.06,-0.03,0.01,0.02,
0.381,-0.05,0.10,0.06,-0.02,0.01,0.02,
0.383,-0.05,0.10,0.06,-0.02,0.01,0.02,
0.384,-0.03,0.09,0.09,-0.02,0.01,0.02,
0.385,-0.03,0.09,0.09,-0.02,0.00,0.02,
0.388,-0.03,0.09,0.09,-0.02,0.00,0.01,
0.388,-0.00,0.07,0.04,-0.02,0.00,0.01,
0.39,-0.00,0.07,0.04,-0.02,0.00,0.01,
0.393,-0.00,0.07,0.04,-0.02,0.00,0.01,
0.393,0.01,0.06,0.10,-0.02,0.00,0.01,
0.395,0.01,0.06,0.10,-0.02,-0.00,0.01,
0.398,0.01,0.06,0.10,-0.02,0.00,0.00,
0.398,-0.00,0.04,0.04,-0.02,0.00,0.00,
0.4,-0.00,0.04,0.04,-0.02,-0.00,0.00,
0.403,0.01,0.04,0.07,-0.02,-0.00,0.00,
0.403,0.01,0.04,0.07,-0.01,-0.00,0.00,
0.405,0.01,0.04,0.07,-0.01,0.00,-0.00,
0.408,0.01,0.04,0.07,-0.01,-0.00,-0.00,
0.408,-0.01,0.02,0.05,-0.01,-0.00,-0.00,
0.41,-0.01,0.02,0.05,-0.01,-0.00,-0.00,
0.413,-0.01,0.02,0.05,-0.01,-0.00,-0.00,
0.413,-0.01,0.01,-0.03,-0.01,-0.00,-0.00,
0.415,-0.01,0.01,-0.03,-0.01,-0.00,-0.00,
0.417,-0.01,0.01,-0.03,-0.01,-0.00,-0.00,
0.418,0.00,-0.03,-0.02,-0.01,-0.00,-0.00,
0.42,0.00,-0.03,-0.02,-0.01,-0.00,-0.00,
0.423,0.00,-0.07,-0.07,-0.01,-0.00,-0.00,
0.423,0.00,-0.07,-0.07,-0.00,-0.01,-0.01,
0.425,0.00,-0.07,-0.07,-0.00,-0.00,-0.00,
0.427,0.03,-0.10,-0.05,-0.00,-0.00,-0.00,
0.428,0.03,-0.10,-0.05,-0.00,-0.00,-0.00,
0.429,0.03,-0.10,-0.05,-0.00,-0.00,-0.00,
0.432,0.01,-0.13,-0.08,-0.00,-0.00,-0.00,
0.433,0.01,-0.13,-0.08,-0.00,-0.00,-0.00,
0.452,0.01,-0.13,-0.08,-0.00,-0.00,-0.01,
