
time,ax,ay,az,wx,wy,wz,
0.002,-0.05,0.15,-0.14,0.01,0.01,-0.00,
0.002,-0.01,0.06,-0.14,0.01,0.01,-0.00,
0.002,-0.01,0.06,-0.14,0.01,0.01,0.00,
0.002,-0.01,0.06,-0.14,0.01,0.02,-0.00,
0.003,-0.08,-0.02,-0.09,0.01,0.02,-0.00,
0.005,-0.08,-0.02,-0.09,0.01,0.02,-0.00,
0.012,-0.08,-0.02,-0.09,0.01,0.02,0.00,
0.012,-0.13,-0.10,-0.02,0.01,0.02,0.00,
0.013,-0.13,-0.10,-0.02,0.01,0.02,0.00,
0.013,-0.13,-0.10,-0.02,0.01,0.02,-0.00,
0.013,-0.11,-0.12,0.01,0.01,0.02,-0.00,
0.014,-0.11,-0.12,0.01,0.01,0.02,-0.00,
0.017,-0.14,-0.13,0.05,0.01,0.02,-0.00,
0.018,-0.14,-0.13,0.05,0.02,0.02,-0.00,
0.02,-0.14,-0.13,0.05,0.02,0.02,-0.00,
0.022,-0.07,-0.11,0.06,0.02,0.02,-0.00,
0.022,-0.07,-0.11,0.06,0.01,0.02,-0.00,
0.028,-0.07,-0.11,0.06,0.02,0.02,-0.00,
0.029,-0.07,-0.11,0.06,0.02,0.02,-0.00,
0.029,-0.06,-0.10,0.05,0.02,0.02,-0.00,
0.029,-0.06,-0.10,0.05,0.02,0.02,-0.00,
0.032,-0.01,-0.04,0.05,0.02,0.02,-0.00,
0.032,-0.01,-0.04,0.05,0.02,0.01,-0.00,
0.034,-0.01,-0.04,0.05,0.02,0.01,-0.00,
0.037,-0.01,-0.04,0.05,0.02,0.01,-0.00,
0.037,-0.01,-0.02,0.03,0.02,0.01,-0.00,
0.048,-0.01,-0.02,0.03,0.02,0.01,-0.00,
0.048,-0.01,-0.02,0.03,0.02,-0.00,-0.00,
0.049,0.01,0.01,0.00,0.02,-0.00,-0.00,
0.049,0.01,0.01,0.00,0.02,0.00,-0.00,
0.049,0.01,0.01,0.00,0.02,-0.00,-0.00,
0.049,-0.01,0.02,0.01,0.02,-0.00,-0.00,
0.049,-0.01,0.02,0.01,0.02,-0.01,-0.00,
0.052,-0.01,0.02,0.01,0.02,-0.01,-0.00,
0.052,-0.01,0.02,-0.01,0.02,-0.01,-0.00,
0.054,-0.01,0.02,-0.01,0.02,-0.00,-0.01,
0.065,-0.01,0.02,-0.01,0.02,-0.01,-0.01,
0.065,0.01,0.02,-0.02,0.02,-0.01,-0.01,
0.065,0.01,0.02,-0.02,0.02,-0.01,-0.00,
0.065,0.01,0.02,-0.02,0.02,-0.02,-0.00,
0.066,0.01,0.03,-0.02,0.02,-0.02,-0.00,
0.066,0.01,0.03,-0.02,0.02,-0.01,-0.00,
0.066,0.01,0.01,-0.02,0.02,-0.01,-0.00,
0.067,0.01,0.01,-0.02,0.02,-0.02,-0.00,
0.069,0.01,0.01,-0.02,0.01,-0.02,-0.00,
0.071,0.01,0.01,-0.02,0.01,-0.02,-0.00,
0.071,0.03,0.03,-0.02,0.01,-0.02,-0.00,
0.086,0.03,0.03,-0.02,0.02,-0.02,-0.00,
0.087,0.03,0.05,-0.01,0.02,-0.02,-0.00,
0.087,0.03,0.05,-0.01,0.01,-0.02,-0.00,
0.087,0.03,0.05,-0.01,0.01,-0.02,-0.00,
0.088,0.03,0.05,-0.01,0.02,-0.02,-0.00,
