
time,ax,ay,az,wx,wy,wz,
0.001,0.06,-0.15,-0.02,0.04,0.01,0.01,
0.001,0.06,-0.15,-0.02,0.05,0.01,0.01,
0.001,0.06,-0.15,-0.02,0.05,0.01,0.01,
0.002,0.07,-0.15,-0.02,0.05,0.01,0.01,
0.002,0.07,-0.15,-0.02,0.05,0.01,0.01,
0.004,0.07,-0.15,-0.02,0.05,0.01,0.01,
0.006,0.07,-0.15,-0.00,0.05,0.01,0.01,
0.006,0.07,-0.15,-0.00,0.05,0.01,0.02,
0.009,0.07,-0.15,-0.00,0.05,0.00,0.02,
0.011,0.07,-0.15,-0.00,0.05,0.01,0.01,
0.011,0.11,-0.11,0.04,0.05,0.01,0.01,
0.013,0.11,-0.11,0.04,0.05,0.01,0.02,
0.016,0.11,-0.11,0.04,0.05,0.01,0.02,
0.016,0.14,-0.07,0.05,0.05,0.01,0.02,
0.018,0.14,-0.07,0.05,0.05,0.01,0.02,
0.021,0.11,-0.07,0.06,0.05,0.01,0.02,
0.021,0.11,-0.07,0.06,0.05,0.01,0.02,
0.023,0.11,-0.07,0.06,0.05,0.01,0.02,
0.026,-0.06,-0.07,0.00,0.05,0.01,0.02,
0.026,-0.06,-0.07,0.00,0.05,0.01,0.02,
0.028,-0.06,-0.07,0.00,0.05,0.02,0.03,
0.031,-0.06,-0.07,0.00,0.05,0.02,0.03,
0.031,0.16,0.05,0.05,0.05,0.02,0.03,
0.034,0.16,0.05,0.05,0.04,0.02,0.02,
0.035,0.13,0.04,0.15,0.04,0.02,0.02,
0.036,0.13,0.04,0.15,0.05,0.01,0.02,
0.038,0.13,0.04,0.15,0.05,0.02,0.02,
0.04,0.13,0.04,0.15,0.04,0.03,0.03,
0.04,0.19,0.05,0.03,0.04,0.03,0.03,
0.042,0.19,0.05,0.03,0.04,0.02,0.02,
0.045,0.14,0.02,0.04,0.04,0.02,0.02,
0.046,0.14,0.02,0.04,0.05,0.02,0.02,
0.048,0.14,0.02,0.04,0.04,0.03,0.02,
0.05,0.14,0.02,0.04,0.04,0.03,0.02,
0.05,0.27,0.03,0.07,0.04,0.03,0.02,
0.052,0.27,0.03,0.07,0.04,0.03,0.02,
0.055,0.27,0.03,0.07,0.04,0.03,0.02,
0.055,0.16,-0.00,0.05,0.04,0.03,0.02,
0.057,0.16,-0.00,0.05,0.04,0.04,0.02,
0.06,0.16,-0.00,0.05,0.04,0.04,0.02,
0.06,0.27,0.01,0.07,0.04,0.04,0.02,
0.062,0.27,0.01,0.07,0.04,0.04,0.02,
0.066,0.27,0.01,0.07,0.04,0.04,0.02,
0.067,0.14,0.00,0.07,0.04,0.04,0.02,
0.067,0.14,0.00,0.07,0.04,0.04,0.02,
0.07,0.20,-0.01,0.14,0.04,0.04,0.02,
0.07,0.20,-0.01,0.14,0.04,0.04,0.02,
0.072,0.20,-0.01,0.14,0.05,0.04,0.02,
0.075,0.10,-0.01,0.08,0.05,0.04,0.02,
0.075,0.10,-0.01,0.08,0.05,0.04,0.02,
0.077,0.10,-0.01,0.08,0.05,0.04,0.03,
0.082,0.12,-0.00,0.10,0.05,0.04,0.03,
0.082,0.12,-0.00,0.10,0.05,0.04,0.02,
0.083,0.12,-0.00,0.10,0.05,0.03,0.02,
0.084,0.10,0.00,0.17,0.05,0.03,0.02,
0.084,0.10,0.00,0.17,0.06,0.04,0.03,
0.087,0.10,0.00,0.17,0.06,0.03,0.03,
0.089,0.08,0.02,0.10,0.06,0.03,0.03,
0.089,0.08,0.02,0.10,0.06,0.03,0.02,
0.091,0.08,0.02,0.10,0.06,0.03,0.02,
0.094,0.08,0.02,0.10,0.06,0.03,0.03,
0.094,0.07,0.06,0.07,0.06,0.03,0.03,
0.098,0.07,0.06,0.07,0.07,0.03,0.02,
0.099,0.07,0.06,0.07,0.06,0.02,0.02,
0.099,0.06,0.08,0.12,0.06,0.02,0.02,
0.101,0.06,0.08,0.12,0.06,0.03,0.02,
0.104,0.05,0.13,0.05,0.06,0.03,0.02,
0.104,0.05,0.13,0.05,0.07,0.02,0.03,
0.107,0.05,0.13,0.05,0.06,0.02,0.03,
0.108,0.05,0.13,0.05,0.06,0.02,0.03,
0.109,0.00,0.16,-0.03,0.06,0.02,0.03,
0.112,0.00,0.16,-0.03,0.06,0.04,0.02,
0.115,0.00,0.16,-0.03,0.06,0.02,0.02,
0.116,0.04,0.19,-0.02,0.06,0.02,0.02,
0.116,0.04,0.19,-0.02,0.06,0.03,0.02,
0.118,0.04,0.19,-0.02,0.06,0.02,0.02,
0.118,-0.02,0.23,-0.07,0.06,0.02,0.02,
