
time,ax,ay,az,wx,wy,wz,
0.002,-0.03,0.17,0.06,-0.01,0.02,0.01,
0.002,-0.03,0.17,0.06,-0.01,0.01,0.01,
0.003,-0.03,0.17,0.06,-0.01,0.01,0.02,
0.003,-0.02,0.11,0.08,-0.01,0.01,0.02,
0.003,-0.02,0.11,0.08,-0.01,-0.00,0.02,
0.004,-0.02,0.11,0.08,-0.01,-0.01,0.01,
0.006,-0.02,0.11,0.08,-0.01,-0.02,0.02,
0.007,0.01,0.06,0.11,-0.01,-0.02,0.02,
0.009,0.01,0.06,0.11,-0.02,-0.03,0.02,
0.011,0.09,0.05,0.09,-0.02,-0.03,0.02,
0.011,0.09,0.05,0.09,-0.02,-0.03,0.01,
0.014,0.09,0.05,0.09,-0.02,-0.04,0.01,
0.016,0.09,0.05,0.09,-0.02,-0.04,0.01,
0.017,0.08,0.04,0.10,-0.02,-0.04,0.01,
0.019,0.08,0.04,0.10,-0.03,-0.05,0.01,
0.021,0.08,0.04,0.10,-0.03,-0.05,0.01,
0.021,0.12,0.04,0.11,-0.03,-0.05,0.01,
0.023,0.12,0.04,0.11,-0.03,-0.05,0.01,
0.027,0.12,0.04,0.11,-0.03,-0.06,0.00,
0.027,0.10,0.05,0.11,-0.03,-0.06,0.00,
0.029,0.10,0.05,0.11,-0.04,-0.07,0.00,
0.031,0.10,0.05,0.11,-0.04,-0.07,-0.00,
0.032,0.07,0.04,0.08,-0.04,-0.07,-0.00,
0.034,0.07,0.04,0.08,-0.04,-0.07,-0.01,
0.037,0.07,0.04,0.08,-0.04,-0.07,-0.01,
0.037,0.01,0.04,0.09,-0.04,-0.07,-0.01,
0.038,0.01,0.04,0.09,-0.05,-0.07,-0.01,
0.041,0.01,0.04,0.09,-0.05,-0.08,-0.01,
0.041,-0.00,0.04,0.09,-0.05,-0.08,-0.01,
0.044,-0.00,0.04,0.09,-0.05,-0.08,-0.02,
0.046,-0.00,0.04,0.09,-0.05,-0.08,-0.02,
0.046,-0.00,0.04,0.08,-0.05,-0.08,-0.02,
0.048,-0.00,0.04,0.08,-0.05,-0.09,-0.02,
0.051,0.02,0.05,0.07,-0.05,-0.09,-0.02,
0.051,0.02,0.05,0.07,-0.06,-0.09,-0.03,
0.053,0.02,0.05,0.07,-0.06,-0.08,-0.03,
0.055,0.02,0.05,0.07,-0.06,-0.08,-0.03,
0.056,-0.00,-0.00,0.13,-0.06,-0.08,-0.03,
