
time,ax,ay,az,wx,wy,wz,
0.002,0.07,-0.07,-0.00,0.00,-0.01,0.01,
0.003,0.07,-0.07,-0.00,0.00,-0.00,0.01,
0.003,0.07,-0.07,-0.00,0.01,-0.01,0.01,
0.003,0.08,-0.10,0.01,0.01,-0.01,0.01,
0.003,0.08,-0.10,0.01,0.00,-0.00,0.01,
0.005,0.08,-0.10,0.01,0.00,-0.00,0.02,
0.007,0.01,0.13,-0.06,0.00,-0.00,0.02,
0.007,0.01,0.13,-0.06,-0.00,-0.00,0.02,
0.01,0.01,0.13,-0.06,-0.00,-0.01,0.02,
0.013,0.01,0.13,-0.06,-0.00,-0.01,0.02,
0.013,0.26,0.20,-0.02,-0.00,-0.01,0.02,
0.014,0.26,0.20,-0.02,-0.00,-0.01,0.02,
0.017,0.26,0.20,-0.02,0.00,-0.01,0.01,
0.017,0.10,0.01,-0.04,0.00,-0.01,0.01,
0.019,0.10,0.01,-0.04,0.00,-0.01,0.01,
0.022,0.04,-0.13,0.05,0.00,-0.01,0.01,
0.023,0.04,-0.13,0.05,0.00,-0.01,0.01,
0.024,0.04,-0.13,0.05,0.00,-0.01,0.01,
0.027,-0.01,-0.18,0.09,0.00,-0.01,0.01,
0.027,-0.01,-0.18,0.09,0.00,-0.00,0.01,
0.03,-0.01,-0.18,0.09,0.01,0.00,0.01,
0.032,-0.01,-0.18,0.09,0.01,0.00,0.00,
0.032,-0.01,-0.18,0.06,0.01,0.00,0.00,
0.034,-0.01,-0.18,0.06,0.01,0.01,0.00,
0.036,-0.01,-0.18,0.06,0.01,0.00,0.00,
0.037,-0.04,-0.17,0.06,0.01,0.00,0.00,
0.039,-0.04,-0.17,0.06,0.01,0.00,0.00,
0.041,-0.04,-0.17,0.06,0.01,-0.01,0.01,
0.041,-0.04,-0.10,0.07,0.01,-0.01,0.01,
0.044,-0.04,-0.10,0.07,0.02,-0.01,0.00,
0.054,-0.01,-0.04,0.06,0.02,-0.01,0.00,
